episode_id,status,steps_taken,target_reached,goal_status,final_distance,initial_distance,distance_improvement,normalized_improvement,distance_improvement_percentage,efficiency_metric,path_length,path_efficiency,avg_velocity,max_velocity,avg_vfe,avg_efe,avg_suitability,min_suitability,avg_model_confidence,collisions,collisions_per_meter,max_obstacle_count,avg_obstacle_count,min_obstacle_distance,replanning_count,dynamic_replanning_count,replanning_percentage,dynamic_replanning_percentage,avg_planning_time_ms,max_planning_time_ms,duration_seconds,avg_step_time,timestamp_completed,stuck_detected,oscillation_detected,airsim_crash
0,success,13,True,success,1.3532103121071715,48.01966162931198,46.66645131720481,0.971819661651236,97.1819661651236,0.07475535858855661,47.599553951725625,1.0088258742510996,0.8335744560818826,1.2371462946515461,203.92309284464716,-211.62721227395178,0.0,0.0,0.0,0,0.0,1,0.07692307692307693,18.772908812463996,0,0,0.0,0.0,4.883399376502404,9.072542190551758,45.237972021102905,3.4798440016233005,1748279336.197345,False,False,False
1,success,7,True,success,0.4770717174011666,27.724492225251414,27.247420507850247,0.9827924091981511,98.27924091981511,0.14039891559973589,26.27119255045257,1.055319136046369,0.6110566002020664,0.9421275915541127,248.3642728251165,-256.33277071266525,0.0,0.0,0.0,0,0.0,0,0.0,inf,0,0,0.0,0.0,6.431511470249721,13.042211532592773,21.455769538879395,3.0651099341256276,1748279363.0824497,False,False,False
2,success,13,True,success,1.2163521578822332,46.02838617884618,44.81203402096395,0.973573869108597,97.3573869108597,0.07489029762373824,46.63863519560875,0.9869153757565353,0.891109354519117,1.277174357749208,203.19565368818724,-210.7472369884823,0.0,0.0,0.0,0,0.0,1,0.15384615384615385,18.2792211694462,0,0,0.0,0.0,5.679919169499324,10.679483413696289,40.99384903907776,3.1533730030059814,1748279409.5057561,False,False,False
3,success,3,True,success,1.0308960971612569,14.058522930145553,13.027626832984296,0.9266710946602564,92.66710946602565,0.30889036488675214,12.26373561957298,1.1463491521872082,0.6113643766154776,1.2030609615116685,277.85453908617325,-286.3945275796647,0.0,0.0,0.0,0,0.0,5,2.0,7.465468302329514,0,0,0.0,0.0,4.725535710652669,5.273580551147461,11.700332403182983,3.9001108010609946,1748279426.6467414,False,False,False
4,success,11,True,success,0.2742192227246849,36.41264034336376,36.13842112063908,0.9924691200599888,99.24691200599888,0.09022446545999897,38.23247836487088,0.9524007310188074,0.6030129796367214,1.1197050745464692,219.47171682611986,-226.82507346172895,0.0,0.0,0.0,1,0.026155772337239567,4,0.7272727272727273,16.559700324648773,3,3,27.27272727272727,27.27272727272727,5.559899590232155,9.041786193847656,40.171265602111816,3.6519332365556196,1748279488.479964,False,False,False
5,success,9,True,success,1.298108456966414,31.114920156316042,29.81681169934963,0.9582801932177573,95.82801932177573,0.10647557702419524,33.68178981509781,0.923790580225307,0.6873145967573867,1.1841846111955665,280.2083583093297,-289.2021227540853,0.0,0.0,0.0,2,0.059379267282984566,9,1.2222222222222223,11.887666335379766,2,2,22.22222222222222,22.22222222222222,5.214002397325304,7.632970809936523,18.095210552215576,2.0105789502461753,1748279555.0187502,False,False,False
6,success,8,True,success,1.369261340441554,31.27333857136392,29.904077230922365,0.9562163362470246,95.62163362470247,0.11952704203087808,29.44565543210181,1.0620697047643082,0.8987390515524235,1.2208016486557414,238.55018359828705,-246.3658055276618,0.0,0.0,0.0,0,0.0,0,0.0,inf,1,1,12.5,12.5,6.014138460159302,10.045766830444336,34.81865906715393,4.352332383394241,1748279595.263151,False,False,False
7,success,6,True,success,0.6762574061581889,23.85331517516524,23.17705776900705,0.9716493325480279,97.16493325480279,0.1619415554246713,24.49485153827596,0.973809338582508,0.5302464674409615,0.9021128807732576,277.13794616318575,-285.85429528137513,0.0,0.0,0.0,0,0.0,0,0.0,inf,0,0,0.0,0.0,5.262215932210286,6.520271301269531,25.290354013442993,4.215059002240499,1748279625.9768426,False,False,False
8,success,9,True,success,1.211695181350491,36.875342883412415,35.66364770206192,0.967140775200885,96.71407752008851,0.10746008613343166,33.48568931311074,1.1012269312602896,0.935585590326385,1.2270568322251645,229.38732598681457,-237.20883615960372,0.0,0.0,0.0,0,0.0,0,0.0,inf,0,0,0.0,0.0,5.367782380845812,8.907794952392578,28.680229425430298,3.186692158381144,1748279660.0871217,False,False,False
9,success,7,True,success,1.1963875398064194,28.602893880544194,27.406506340737774,0.9581725001392182,95.81725001392182,0.13688178573417403,25.94818554958135,1.1023080525569031,0.6010979638221737,0.9261847915622833,242.54100082369405,-250.31735241677012,0.0,0.0,0.0,0,0.0,0,0.0,inf,0,0,0.0,0.0,4.81935909816197,6.000518798828125,22.873132944107056,3.267590420586722,1748279688.3820906,False,False,False
10,success,8,True,success,1.2961405060864242,34.08907019411652,32.7929296880301,0.9619778275351691,96.19778275351692,0.12024722844189614,30.436494075803704,1.1200064668820227,0.8674630826243861,1.144266577575999,240.07366453889546,-248.0724861928484,0.0,0.0,0.0,0,0.0,0,0.0,inf,0,0,0.0,0.0,5.009651184082031,8.520841598510742,24.501048803329468,3.0626311004161835,1748279718.3120632,False,False,False
11,success,16,True,success,0.3865600046142236,48.26199458112188,47.87543457650766,0.991990384815852,99.1990384815852,0.06199939905099075,57.484311753544326,0.8395681031728832,0.5655662650616062,1.2392106077679057,200.7990799191643,-208.35780752972806,0.0,0.0,0.0,1,0.017396050670091614,3,0.1875,8.687750922006765,2,2,12.5,12.5,8.704334497451782,65.26923179626465,37.87901973724365,2.3674387335777283,1748279803.1620543,False,False,False
