episode_id,status,steps_taken,target_reached,goal_status,final_distance,initial_distance,distance_improvement,normalized_improvement,distance_improvement_percentage,efficiency_metric,path_length,path_efficiency,avg_velocity,max_velocity,avg_vfe,avg_efe,avg_suitability,min_suitability,avg_model_confidence,collisions,collisions_per_meter,max_obstacle_count,avg_obstacle_count,min_obstacle_distance,replanning_count,dynamic_replanning_count,replanning_percentage,dynamic_replanning_percentage,avg_planning_time_ms,max_planning_time_ms,duration_seconds,avg_step_time,timestamp_completed,stuck_detected,oscillation_detected,airsim_crash
0,success,26,True,success,1.1096122980282808,77.03596000358125,75.92634770555297,0.9855961774478218,98.55961774478216,0.0379075452864546,85.43185596986697,0.9017240598255636,0.5260012157868144,1.2536220460132146,71.47996872865095,-72.0357927661074,0.0,0.0,0.0,0,0.0,73,14.23076923076923,0.4479564586870735,7,7,26.923076923076923,26.923076923076923,560.4281792273888,14355.9992313385,150.61132836341858,5.792743398593022,1749273132.4335632,False,False,False
1,success,11,True,success,1.4772543215820808,33.660368510402094,32.183114188820014,0.956112948640905,95.6112948640905,0.086919358967355,36.430052259624055,0.9239725562433068,0.4329519797737715,1.253453434165898,131.18020421960514,-131.9379718873015,0.0,0.0,0.0,0,0.0,72,23.272727272727277,0.9077493804083788,3,3,27.27272727272727,27.27272727272727,6.51506944136186,13.540983200073242,62.178102016448975,5.652554728768089,1749273200.653778,False,False,False
2,success,13,True,success,1.187129575613847,37.22480480522611,36.03767522961226,0.968109179300594,96.81091793005942,0.0744699368692764,43.63826274907656,0.8530313183930273,0.4531942894171351,1.260302620017387,143.9774929924246,-144.87209412750914,0.0,0.0,0.0,1,0.02291566934619,73,23.384615384615383,0.352406945470303,4,4,30.76923076923077,30.76923076923077,8.045343252328726,32.73916244506836,17.34634757041931,1.3343344284937932,1749273290.0274844,False,False,False
3,success,12,True,success,0.7901604311473036,28.28893609989634,27.49877566874904,0.9720682167630122,97.20682167630125,0.081005684730251,35.3033881733647,0.8013093803058668,0.3890478522932275,1.2513705534831436,149.1203731218181,-149.64578809491033,0.0,0.0,0.0,0,0.0,69,24.25,0.7077075424814251,4,4,33.33333333333333,33.33333333333333,6.353537241617839,19.020795822143555,68.5068564414978,5.70890470345815,1749273364.4627342,False,False,False
4,success,14,True,success,0.7133685709207039,32.19789013442317,31.484521563502465,0.9778442448265257,97.78442448265255,0.0698460174876089,40.465829981836364,0.7956809522719694,0.4657170048962758,1.3403517806813103,125.7742514864615,-126.4844840867199,0.0,0.0,0.0,0,0.0,70,22.642857142857142,0.5803317149819085,5,5,35.714285714285715,35.714285714285715,7.408056940351214,28.13553810119629,74.3072862625122,5.307663304465158,1749273444.3696885,False,False,False
5,success,6,True,success,1.3689342033901692,23.991438675579385,22.622504472189217,0.942940720566975,94.2940720566975,0.1571567867611625,21.630267555656456,1.1091605137961165,0.6293197576679662,0.9164344360494676,175.3539070934702,-176.28183860183995,0.0,0.0,0.0,0,0.0,66,25.33333333333333,7.497665864392749,0,0,0.0,0.0,5.864779154459636,9.061574935913086,20.89694738388061,3.4828245639801025,1749273470.8749404,False,False,False
6,success,6,True,success,0.7876546181196845,17.325094422889897,16.537439804770212,0.9545367777575264,95.45367777575264,0.1590894629595877,15.948415125333154,1.0863207589429975,0.4661666417555529,0.8933114388976893,187.9189934886768,-188.65115168927443,0.0,0.0,0.0,0,0.0,71,21.83333333333333,7.844864842065669,0,0,0.0,0.0,6.31864865620931,9.645462036132812,21.684425592422485,3.614070932070414,1749273498.2766817,False,False,False
7,success,17,True,success,0.8509527840283491,55.26644293222261,54.41549014819426,0.98460272203384,98.460272203384,0.0579178071784611,56.24811454913031,0.9825474751504736,0.5828328202356272,1.250362451832279,99.57798940353617,-100.24038584389704,0.0,0.0,0.0,1,0.0177783736933358,72,17.352941176470587,1.0763552559586889,1,1,5.88235294117647,5.88235294117647,10.55581429425408,60.50515174865723,84.80984473228455,4.988814396016738,1749273607.4294066,False,False,False
8,success,20,True,success,1.277459245696907,51.13280086574535,49.85534162004844,0.9750168341247136,97.50168341247137,0.0487508417062356,59.062035836511534,0.8657473475395439,0.4479068346011594,1.2594662763330504,100.9592661942779,-101.36977828310737,0.0,0.0,0.0,0,0.0,70,21.0,1.1863701229433048,9,9,45.0,45.0,20.782124996185303,130.7976245880127,140.01504397392273,7.000752198696136,1749273753.2793877,False,False,False
9,success,11,True,success,1.250315686635991,35.09978895548936,33.849473268853366,0.9643782562846308,96.43782562846307,0.08767075057133,35.48437027527641,0.9891619516760874,0.3955117272383004,1.0870607814300584,128.7832042465332,-129.3691356180582,0.0,0.0,0.0,0,0.0,72,23.545454545454547,1.6530352626722191,1,1,9.090909090909092,9.090909090909092,10.314356197010389,33.5085391998291,61.92916011810303,5.629923647100275,1749273822.015515,False,False,False
10,success,9,True,success,0.608470068078503,24.897345795311704,24.2888757272332,0.9755608460001756,97.55608460001756,0.108395649555575,23.8178345364376,1.045323652627724,0.5865289001569065,1.1864767045413016,160.82592571599935,-161.8513942252572,0.0,0.0,0.0,0,0.0,70,29.11111111111111,1.027897857900983,1,1,11.11111111111111,11.11111111111111,10.605361726548937,19.23847198486328,43.35586977005005,4.817318863338894,1749273870.9184566,False,False,False
11,success,8,True,success,0.9980945783965538,22.87488422997866,21.876789651582108,0.9563672292999628,95.63672292999628,0.1195459036624953,19.761734775111236,1.157534219049851,0.3795635150082548,1.233877146744117,134.07073577006548,-134.39905946287146,0.0,0.0,0.0,0,0.0,73,34.5,0.7797374209385268,4,4,50.0,50.0,10.328918695449827,37.80484199523926,53.94769644737244,6.743462055921555,1749273930.93933,False,False,False
12,success,33,True,success,1.0363122031066496,48.28340560642773,47.24709340332108,0.9785368867400545,97.85368867400544,0.029652632931516803,102.0312991568684,0.4732215114912359,0.38781639915311916,1.4926008156210504,116.39248589150745,-117.05238273835921,0.0,0.0,0.0,3,0.029402742342696617,71,12.181818181818182,0.3504131823071617,17,17,51.515151515151516,51.515151515151516,9.61500225645123,48.89059066772461,32.517263412475586,0.9853716185598662,1749274738.9692209,False,False,False
