episode_id,status,steps_taken,target_reached,goal_status,final_distance,initial_distance,distance_improvement,normalized_improvement,distance_improvement_percentage,efficiency_metric,path_length,path_efficiency,avg_velocity,max_velocity,avg_vfe,avg_efe,avg_suitability,min_suitability,avg_model_confidence,collisions,collisions_per_meter,max_obstacle_count,avg_obstacle_count,min_obstacle_distance,replanning_count,dynamic_replanning_count,replanning_percentage,dynamic_replanning_percentage,avg_planning_time_ms,max_planning_time_ms,duration_seconds,avg_step_time,timestamp_completed,stuck_detected,oscillation_detected,airsim_crash
0,success,19,True,success,1.0368575440450254,51.30143283394467,50.264575289899646,0.9797889164733238,97.97889164733238,0.0515678377091223,54.192606511554125,0.9466500346870556,0.5243313515559902,1.235473796155171,109.8633954924537,-110.60682953045313,0.0,0.0,0.0,0,0.0,110,30.26315789473684,0.5405458212803051,4,4,21.052631578947366,21.052631578947366,779.8956569872404,14491.668939590454,132.64214944839478,6.98116576044183,1749266612.581031,False,False,False
1,success,7,True,success,0.3701231978279634,26.182607454914287,25.81248425708632,0.9858637762314044,98.58637762314044,0.140837682318772,24.96762039418592,1.048662509343954,0.5463321503887397,0.8867732889801835,166.76759488600447,-167.54901769224853,0.0,0.0,0.0,0,0.0,128,27.285714285714285,7.613029345843081,0,0,0.0,0.0,15.404394694737023,61.85650825500488,30.220736503601078,4.317248071943011,1749266648.677437,False,False,False
2,success,19,True,success,1.2423037917561215,31.90313638936757,30.66083259761145,0.961060136013143,96.1060136013143,0.0505821124217443,45.54663211336095,0.7004499544546763,0.5552708591771074,1.267040158506529,145.7777666465416,-146.5154526711207,0.0,0.0,0.0,0,0.0,117,31.05263157894737,0.3622483835609634,7,7,36.84210526315789,36.84210526315789,16.757475702386152,151.89504623413086,102.83506083488464,5.412371622888665,1749266757.1067216,False,False,False
3,success,8,True,success,0.7395869154938762,24.488216074876046,23.74862915938217,0.9697982526276112,96.97982526276112,0.1212247815784514,22.763158308426164,1.0757828831604324,0.484059820282803,1.0870023924254368,196.20262496209315,-197.41278045131864,0.0,0.0,0.0,0,0.0,93,40.75,2.9682193732025133,0,0,0.0,0.0,9.652048349380491,29.64162826538086,40.67320609092712,5.0841507613658905,1749266803.6218128,False,False,False
4,success,6,True,success,1.0212307064655417,24.73936585707443,23.718135150608887,0.9587204169918724,95.87204169918724,0.159786736165312,23.166069861990977,1.0679138068932783,0.4912143444665486,0.9039752105487968,181.0653612921832,-182.17689305982756,0.0,0.0,0.0,0,0.0,116,31.166666666666668,7.590734967713991,0,0,0.0,0.0,7.84138838450114,11.722564697265623,28.22327184677124,4.70387864112854,1749266837.4628398,False,False,False
5,success,20,True,success,1.25785484350777,57.12858659784039,55.87073175433262,0.9779820415939484,97.79820415939484,0.0488991020796974,58.75228201557493,0.9723637046590954,0.5149813982108035,1.3031816453654907,93.45167245566516,-93.9589648265103,0.0,0.0,0.0,0,0.0,109,21.95,0.3160415802666685,2,2,10.0,10.0,8.668363094329834,25.10619163513184,116.87476801872252,5.843738400936127,1749266960.064338,False,False,False
6,success,8,True,success,1.160029568801366,30.099748456394973,28.939718887593607,0.9614604895957226,96.14604895957224,0.1201825611994653,27.16443278838232,1.108057314904364,0.755926935172119,0.9953572394272376,156.3926420265613,-157.12946813818593,0.0,0.0,0.0,0,0.0,120,49.0,4.884580495223082,0,0,0.0,0.0,6.36938214302063,8.524417877197266,34.46641230583191,4.308301538228989,1749267000.1484125,False,False,False
7,success,9,True,success,1.2473886235962952,35.16189206659837,33.91450344300208,0.964524416910396,96.4524416910396,0.1071693796567106,32.605339533574224,1.0784090142779106,0.6477479263901722,0.9884223671748604,150.2848790871268,-151.08648963704886,0.0,0.0,0.0,0,0.0,135,26.77777777777778,7.564241715246669,0,0,0.0,0.0,7.560359107123481,12.66765594482422,39.78890681266785,4.420989645851983,1749267045.563929,False,False,False
8,success,8,True,success,1.328208648921656,30.95984738124729,29.63163873232563,0.9570989923636972,95.70989923636974,0.1196373740454621,28.20639404483676,1.097618055396718,0.5340485819132885,0.8790047670967945,156.3739917533868,-157.14290483904873,0.0,0.0,0.0,0,0.0,95,25.25,8.669810960143694,0,0,0.0,0.0,19.29295063018799,103.59930992126463,33.3107807636261,4.163847595453262,1749267084.4943533,False,False,False
9,success,13,True,success,0.2887269350068757,26.15771603257029,25.868989097563414,0.9889620739575518,98.89620739575516,0.0760740056890424,31.764275696768667,0.8234948053681349,0.6366346327086443,1.2468518931876311,150.2966664154775,-151.1060535898519,0.0,0.0,0.0,0,0.0,109,39.92307692307692,0.3801763843559287,1,1,7.6923076923076925,7.6923076923076925,6.764026788564829,10.538339614868164,53.501981258392334,4.115537019876333,1749267143.6313608,False,False,False
10,success,12,True,success,1.5889210722869271,24.57385609825747,22.984935025970543,0.9353409954899348,93.53409954899348,0.0779450829574945,32.86263120646101,0.7477750623153415,0.4564727567115116,1.6079955529749963,197.1897095419652,-198.52873800249552,0.0,0.0,0.0,3,0.0912890991945337,109,46.583333333333336,1.2078893604608338,6,6,50.0,50.0,12.918214003245035,53.64751815795898,13.326761484146118,1.1105634570121763,1749267258.5042071,False,False,False
11,success,22,True,success,1.1091163537438045,48.88696079106635,47.77784443732254,0.9773126343753712,97.73126343753714,0.0444233015625168,60.25808792127186,0.8112929314142515,0.4091455315705797,1.2493316393139065,114.44670254301788,-115.05089921269996,0.0,0.0,0.0,0,0.0,106,28.727272727272727,0.5630998877176911,5,5,22.727272727272727,22.727272727272727,6.624319336631081,12.166261672973633,130.57172346115112,5.9350783391432325,1749267394.7402213,False,False,False
