episode_id,step,distance_to_target,normalized_distance,position_x,position_y,position_z,waypoint_x,waypoint_y,waypoint_z,action_magnitude,policy_length,vfe,efe,suitability,collision,obstacles_count,closest_obstacle,high_density_area,near_goal,inference_time_ms,replanning_occurred,dynamic_replanning,time_since_movement
0,0,12.705929708541799,0.9999697978877334,0.0,0.0,-1.6809498071670532,-1.9199790446436964,-2.303910958857416,-1.7562808219337551,3.0,2,0.0,0.0,0.0,False,124,7.993215039198165,True,False,8.517026901245117,False,False,0.0
0,1,9.376650068624985,0.7379520498750666,-2.1273069381713867,-2.5572454929351807,-1.8547321557998657,-3.9798807830099623,-4.916900160343108,-1.8547321557998657,3.0,3,0.0,0.0,0.0,False,159,3.1182347522266904,True,False,15.27094841003418,False,False,0.0
0,2,6.052252888583687,0.4763185564999516,-4.149424076080322,-5.2009501457214355,-2.080768585205078,-5.9534410924937475,-7.570647000621557,-1.7201310658490399,3.0,3,0.0,0.0,0.0,False,132,0.7068242930315319,True,False,7.511377334594727,False,False,0.0
0,3,4.878659822686973,0.3839555694673508,-4.969845771789551,-6.053610324859619,-2.288287878036499,-8.256728471778583,-9.471674136174109,-1.8193347244764557,4.765152165664685,2,0.0,0.0,0.0,True,102,7.15858794662899,True,True,8.511543273925781,True,True,0.0
0,4,4.107643051297279,0.32327575281951515,-5.380476474761963,-6.750412464141846,-2.509141683578491,-8.339404032455528,-10.165196900520705,-2.509141683578491,4.518407356427007,2,0.0,0.0,0.0,True,52,7.621651192882301,True,True,10.599613189697266,True,True,12.190013885498047
0,5,4.107643051297279,0.32327575281951515,-5.380476474761963,-6.750412464141846,-2.509141683578491,-7.650241048440256,-9.231488123169724,-2.089099794626236,3.3888055173202547,2,0.0,0.0,0.0,False,92,1.4466698679715193,True,True,15.5181884765625,True,True,12.190013885498047
1,0,16.167542008023794,0.9999813166038287,0.0,0.0,-1.6809321641921997,2.911850426580819,0.7194594016073513,-1.7401374229104607,3.0,2,0.0,0.0,0.0,False,131,10.880313737082005,True,False,10.999917984008789,False,False,0.0
1,1,12.839127090990166,0.7941149746894375,3.229309320449829,0.7961348295211792,-1.8628780841827393,5.733148926813098,1.4151370361749134,-1.890425734080002,2.5793672439670985,3,0.0,0.0,0.0,False,139,3.018554390988892,True,False,9.584188461303711,False,False,0.0
1,2,9.953634082085046,0.615643869022041,6.02724552154541,1.5012787580490112,-2.1116127967834473,8.940325034924232,2.2174045233347615,-2.07797298366705,3.0,3,0.0,0.0,0.0,False,143,1.0599190246002428,True,False,7.1315765380859375,False,False,0.0
1,3,6.629633624173189,0.41005056654942085,9.261293411254883,2.3088321685791016,-2.362900495529175,12.171497044335577,3.018583847112324,-2.1986830518053067,3.0,1,0.0,0.0,0.0,False,120,0.9968219870963607,True,False,10.954618453979492,False,False,0.0
1,4,3.34160980583756,0.20668246116566946,12.495539665222168,3.109954595565796,-2.597547769546509,16.112239302888554,3.766288813180729,-2.597547769546509,3.6757707864213156,2,0.0,0.0,0.0,False,118,0.4107685747001822,True,True,9.537458419799805,False,False,0.0
