episode_id,step,timestamp,distance_to_target,normalized_distance,distance_improvement,position_x,position_y,position_z,waypoint_x,waypoint_y,waypoint_z,action_magnitude,policy_length,control_error,velocity_x,velocity_y,velocity_z,speed,vfe,efe,suitability,precision_factor,entropy,model_confidence,predicted_efe_improvement,waypoint_options_count,planning_iterations,planning_time_ms,replanning_occurred,dynamic_replanning,direct_path_clear,direct_path_suitability,collision,obstacles_count,closest_obstacle,obstacle_density,high_density_area,near_goal,time_since_movement
1,3,1747704239.8601835,9.31392828525747,0.4551423609001769,3.6985943139096467,10.844745635986328,2.5867855548858643,-2.141615629196167,20.675059257085582,5.473226067933494,-2.141615629196167,10.245321113783218,2,10.245321113783218,1.1977782249450684,0.30524104833602905,-0.11603357642889023,1.2414944883489076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4.525423049926758,False,False,False,0.0,False,0,inf,0.0,False,False,0.0
2,0,1747704269.5430462,34.564148096311925,0.9999958306820077,0.00014410952538668198,0.0,0.0,-1.6811662912368774,-2.838429334745368,1.8381661126552895,-1.7123612998164215,3.381790779249593,2,0.0,0.0,0.0,-7.667852332815528e-05,7.667852332815528e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,5.058765411376953,False,False,False,0.0,False,0,inf,0.0,False,False,0.0
2,1,1747704275.9729462,31.27668010556297,0.9048841480480506,3.2874679907489543,-2.945571184158325,1.5009769201278687,-1.835585355758667,-5.763855801302428,3.3700581537427787,-1.8533626878154044,3.3817907792495934,2,3.3817907792495934,0.34471359848976135,-0.20243655145168304,-0.012640969827771187,0.39995976855878507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4.508256912231445,False,False,False,0.0,False,0,inf,0.0,False,False,0.0
2,2,1747704279.2976098,27.559735923136625,0.7973470354611301,3.716944182426346,-6.047656536102295,3.548152208328247,-2.0988504886627197,-8.86538973172019,5.418109796562913,-2.086720776244628,3.381790779070579,2,3.381790779070579,-1.031887412071228,0.6630033254623413,-0.11142390221357346,1.2315763584730262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4.551410675048828,False,False,False,0.0,False,2,8.738594337283837,0.4,False,False,0.0
2,3,1747704281.921714,23.843137495581303,0.6898199261130714,3.716598427555322,-9.14409351348877,5.603943824768066,-2.1244537830352783,-11.96186364843823,7.473801774363349,-2.106801883993492,3.3817907792495916,2,3.3817907792495916,-1.0304239988327026,0.6947681903839111,-0.1159130334854126,1.2481635658324202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4.569530487060547,False,False,False,0.0,False,2,11.759003113774394,0.4,False,False,0.0
2,4,1747704284.4946299,20.12481194300517,0.582242848288571,3.7183255525761325,-12.243138313293457,7.659135818481445,-2.1536474227905273,-14.742664014709758,9.318004911148039,-2.1307432451178614,3.0,2,3.0000000000000004,-1.0041011571884155,0.666527271270752,-0.1069273129105568,1.209921975774067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,10.075807571411133,False,False,False,0.0,False,11,8.712791793445952,2.2,True,False,0.0
2,5,1747704298.1042902,18.608594244904378,0.5383762564581521,1.5162176981007924,-10.453170776367188,9.254886627197266,-4.69610595703125,-13.436501343149295,10.787330873405445,-4.26267518264557,3.3817907792495943,2,3.3817907792495943,-0.014400274492800236,-0.010122647508978844,-0.011859866790473461,0.02122480478936859,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,5.521059036254883,True,True,False,0.0,True,8,12.713527722111149,1.6,False,False,0.0
2,6,1747704303.8406248,21.34125876516603,0.6174365914416688,-2.732664520261654,-10.49252700805664,9.263481140136719,-6.671867847442627,-13.426953767475327,10.772646601948315,-5.9315516466877645,3.3817907792495943,2,3.3817907792495943,-0.00554278027266264,0.0039003535639494658,0.001136502716690302,0.006872176474733159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,5.011081695556641,True,True,False,0.0,False,4,13.79857445931392,0.8,False,False,0.0
2,7,1747704310.4887795,18.09469798591013,0.5235084195606426,3.2465607792559013,-13.528349876403809,10.541297912597656,-6.440810680389404,-16.421895989046305,12.08242237253658,-5.610849736966749,3.3817907792495934,2,3.3817907792495934,0.312348335981369,-0.07441515475511551,-0.009112248197197914,0.32121975548643533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4.580020904541016,True,True,False,0.0,False,4,17.607775603095675,0.8,False,False,0.0
2,8,1747704313.8494694,14.426028007728839,0.417367956555249,3.668669978181292,-16.807523727416992,12.26917839050293,-6.087636470794678,-19.66821158283691,13.79717011363411,-5.129401028686029,3.381790779249592,2,3.381790779249592,-1.0265268087387085,0.5212591290473938,-0.0884718969464302,1.1546842188338007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,5.0029754638671875,True,True,False,0.0,False,0,inf,0.0,False,False,0.0
2,9,1747704316.6338465,10.779038824738572,0.3118547534706404,3.646989182990266,-20.051332473754883,14.00464153289795,-5.611784934997559,-22.862202822055878,15.50513507446208,-4.47863185999659,3.3817907792495934,2,3.3817907792495934,-0.9771544933319092,0.5340401530265808,-0.07972151041030884,1.1164162790399892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4.525899887084961,True,True,False,0.0,False,1,17.27620805327491,0.2,False,False,0.0
2,10,1747704319.5373275,7.152446406225151,0.20693166125407383,3.6265924185134217,-23.269716262817383,15.722095489501953,-4.967155933380127,-28.005972743580713,18.250871606104205,-2.519252288341522,5.90076828513575,2,5.90076828513575,-0.9563502669334412,0.5094773769378662,-0.07256951928138733,1.0860199656561957,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,9.155988693237305,True,True,False,0.0,False,0,inf,0.0,False,False,0.0
3,0,1747704344.5308225,18.42416424652023,0.9999853084546281,0.00027068342172498205,0.0,0.0,-1.6811854839324951,-0.46328641836254775,3.349395481839128,-1.739704501473909,3.381790779249594,2,0.0,0.0,0.0,-5.6748176575638354e-05,5.6748176575638354e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,5.066156387329102,False,False,False,0.0,False,0,inf,0.0,False,False,0.0
3,1,1747704350.6927774,14.167412786319446,0.7689469359679341,4.256751460200785,-0.6852964758872986,4.201089859008789,-1.8319894075393677,-1.1242005902567345,7.554038365021979,-1.872093883986068,3.3817907792495925,2,3.3817907792495925,-0.10074658691883087,-0.024036094546318054,0.002922945888713002,0.10361540536764516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,12.042045593261719,False,False,False,0.0,False,0,inf,0.0,False,False,0.0
3,2,1747704353.7705772,10.447446219838682,0.5670429654730038,3.719966566480764,-1.155109167098999,7.890310287475586,-2.0169272422790527,-1.5982153039825708,11.242941463680344,-2.0114479710147775,3.381790779249593,2,3.381790779249593,-0.14100417494773865,1.2398813962936401,-0.11237823218107224,1.2529233501279726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4.007101058959961,False,False,False,0.0,False,2,12.106911737246437,0.4,False,False,0.0
3,3,1747704356.446087,6.733441477949578,0.36546257747134014,3.714004741889104,-1.6435948610305786,11.572162628173828,-2.0408456325531006,-2.697690359483304,18.903557855951252,-2.0408456325531006,7.406785625744536,2,7.406785625744536,-0.1696997731924057,1.231260061264038,-0.1108027845621109,1.247828757703634,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,25.35557746887207,False,False,False,0.0,False,0,inf,0.0,False,False,0.0
4,0,1747704383.8758643,29.7696462914357,0.9999944496830322,0.00016523189002626282,0.0,0.0,-1.68086576461792,2.5819547667526397,-2.1837362552198494,-1.7171189736040255,3.3817907600973895,2,0.0,0.0,0.0,-0.00010024733637692407,0.00010024733637692407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,31.630277633666992,False,False,False,0.0,False,1,7.570418415543535,0.2,False,False,0.0
4,1,1747704388.8737159,26.008818513038904,0.8736641981310515,3.760827778396795,3.1660988330841064,-2.0848374366760254,-1.8112621307373047,5.709728283569727,-4.313257471642459,-1.8358027297517434,3.3817907792495934,2,3.3817907792495934,-0.305847704410553,0.5477317571640015,-0.0039351824671030045,0.6273502863315031,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,5.067586898803711,False,False,False,0.0,False,0,inf,0.0,False,False,0.0
4,2,1747704392.1109998,22.30049582011685,0.7490976488931952,3.708322692922053,5.940937519073486,-4.544438362121582,-2.1162571907043457,8.486749653380551,-6.770429969230887,-2.0986272017248737,3.3817907792495934,2,3.3817907792495934,0.9293106198310852,-0.8453073501586914,-0.11766672879457474,1.2617480744698446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,5.059003829956055,False,False,False,0.0,False,0,inf,0.0,False,False,0.0
4,3,1747704394.6156237,18.599604035809246,0.6247807118710101,3.700891784307604,8.727667808532715,-6.980129241943359,-2.1435117721557617,11.27335286567746,-9.206183059635356,-2.1174183786159992,3.3817907792495934,2,3.3817907792495934,0.9326320886611938,-0.8127034902572632,-0.11409185081720352,1.242298887667446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,10.108470916748047,False,False,False,0.0,False,0,inf,0.0,False,False,0.0
4,4,1747704397.1632497,14.886202377388322,0.5000435547173163,3.713401658420924,11.52275562286377,-9.425576210021973,-2.1732237339019775,13.781087553501484,-11.400093419792936,-2.138314145241857,3.0,2,2.9999999999999996,0.9042693376541138,-0.7970426082611084,-0.10683522373437881,1.2101213655809302,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,11.777162551879883,False,False,False,0.0,False,11,15.406831017464619,2.2,True,False,0.0
4,5,1747704410.0968063,13.8251243308213,0.4644008014625425,1.0610780465670224,14.2440824508667,-7.515346050262451,-4.718614101409912,15.97418370744463,-9.902697198035629,-4.164263905943581,3.0,2,3.0,0.04706355184316635,0.06281827390193939,-0.011729043908417225,0.0793642483686393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,9.041786193847656,True,True,False,0.0,True,12,15.807736779058484,2.4,True,False,0.0
4,6,1747704427.627768,11.420965937175328,0.3836425342574503,2.4041583936459716,18.1236572265625,-7.67084264755249,-7.1579437255859375,19.28036218805159,-10.57257353595938,-5.862374214540909,3.3817907792495934,2,3.3817907792495934,0.06964395940303802,0.011407841928303242,-0.010305123403668404,0.0713205125273087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,8.086919784545898,True,True,False,0.0,True,2,19.81729089918159,0.4,False,False,0.0
4,7,1747704431.083627,9.812607949394453,0.32961605892956086,1.6083579877808756,19.56522560119629,-11.151555061340332,-6.596400737762451,22.175134061639515,-17.810714774131522,-2.8043701291084284,8.095401558250423,2,8.095401558250423,0.22570718824863434,-0.25352853536605835,-0.6019941568374634,0.6910987034703593,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4.517793655395508,True,True,False,0.0,False,6,19.56860990713519,1.2,False,False,0.0
4,8,1747704445.2397234,8.931654850661403,0.3000238964785897,0.88095309873305,18.213926315307617,-9.103192329406738,-8.650263786315918,19.395324341194982,-11.751320058919477,-6.910083592418539,3.381790779249594,2,3.381790779249594,0.0009603324579074979,0.005500346887856722,-0.009654061868786812,0.01115244210398912,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,5.553245544433594,True,True,False,0.0,True,0,inf,0.0,False,False,0.0
4,9,1747704449.996518,13.851456623859663,0.46528533151802276,-4.919801773198261,18.23323631286621,-9.138741493225098,-10.363946914672852,19.3308024790917,-11.600846778626478,-8.321914851023203,3.3817907792495934,2,3.3817907792495934,0.0033904665615409613,-0.006587827578186989,0.0055255526676774025,0.00924264399336712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,5.051374435424805,True,True,False,0.0,False,0,inf,0.0,False,False,0.0010085105895996094
4,10,1747704455.8402274,10.294528071830483,0.3458042743658067,3.5569285520291807,19.8741512298584,-12.081660270690918,-8.842957496643066,20.81189787935143,-14.427703606517584,-6.595020495211432,3.381790779249593,2,3.381790779249593,0.04489866644144058,0.22556841373443604,0.003372651757672429,0.23001820428559125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4.042625427246094,True,True,False,0.0,False,1,17.65771544729729,0.2,False,False,0.0
4,11,1747704460.0299706,6.71831602013817,0.225675463711758,3.5762120516923126,21.11188507080078,-15.15365219116211,-7.095073699951172,22.4457994688203,-18.511081771850336,-2.8916378974914547,5.542610716613991,2,5.542610716613991,0.08595015853643417,-0.005965028889477253,0.017998095601797104,0.08801671868106589,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,6.752967834472656,True,True,False,0.0,False,0,inf,0.0,False,False,0.0
4,12,1747704474.9358897,4.348253874504317,0.14606252616336862,2.3700621456338533,21.888954162597656,-13.388456344604492,-7.937658786773682,22.581786559884755,-18.20217249870275,-3.0390902876853945,6.902742446536536,2,6.902742446536536,-0.015134711749851704,0.06471848487854004,-0.00494223739951849,0.06664808695857755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,6.08515739440918,True,True,False,0.0,True,0,inf,0.0,False,True,0.0
4,13,1747704490.856182,5.240004111841563,0.17601737611727336,-0.8917502373372459,22.13802146911621,-12.189852714538574,-8.130940437316895,22.6253733385255,-17.992416863441214,-3.072914576530456,7.713033654479366,2,7.713033654479366,-0.000479824491776526,0.0756586566567421,-0.009311718866229057,0.07623103480138112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,6.210803985595703,True,True,False,0.0,True,0,inf,0.0,False,False,0.0
