episode_id,status,steps_taken,target_reached,final_distance,initial_distance,distance_improvement,normalized_improvement,collisions,replanning_count,dynamic_replanning_count,replanning_percentage,dynamic_replanning_percentage,duration_seconds,avg_step_time,avg_inference_time_ms,stuck_detected
0,stuck,7,False,4.677876222007653,12.70632598662562,8.028449764617967,0.631846670160086,3,5,5,71.42857142857143,71.42857142857143,40.275888442993164,5.753698348999023,1181.9054399217878,True
1,success,6,True,1.0776818908777774,16.167845051148245,15.090163160270468,0.9333441230127796,0,3,3,50.0,50.0,12.012152671813965,2.0020254453023276,11.716961860656738,False
