episode_id,status,steps_taken,target_reached,goal_status,final_distance,initial_distance,distance_improvement,normalized_improvement,distance_improvement_percentage,efficiency_metric,path_length,path_efficiency,avg_velocity,max_velocity,avg_vfe,avg_efe,avg_suitability,min_suitability,avg_model_confidence,collisions,collisions_per_meter,max_obstacle_count,avg_obstacle_count,min_obstacle_distance,replanning_count,dynamic_replanning_count,replanning_percentage,dynamic_replanning_percentage,avg_planning_time_ms,max_planning_time_ms,duration_seconds,avg_step_time,timestamp_completed,stuck_detected,oscillation_detected,airsim_crash
0,success,14,True,success,0.7119996203701634,49.16450857088935,48.45250895051919,0.9855180161245068,98.55180161245069,0.07039414400889335,52.904515353848666,0.9293064730308084,0.808743389967881,1.2413194465194481,126.9859292044847,-127.80527697871806,0.0,0.0,0.0,0,0.0,4,0.35714285714285715,7.529822316822879,0,0,0.0,0.0,974.121059690203,13433.418989181519,72.12684440612793,5.151917457580566,1748911925.4727814,False,False,False
1,success,10,True,success,1.3151702542407218,32.20312253757897,30.887952283338247,0.9591601636547511,95.91601636547512,0.09591601636547512,35.47523488051761,0.9077634762966537,0.6057651567062725,1.2660702075299826,189.8289672678839,-190.96807891970144,0.0,0.0,0.0,1,0.02818867876049449,8,0.9,15.367547465533518,3,3,30.0,30.0,6.081748008728027,9.101390838623047,28.187634706497192,2.8187634706497193,1748911987.5090957,False,False,False
2,success,5,True,success,0.2352431674107578,23.37621284173522,23.140969674324463,0.9899366433304047,98.99366433304047,0.19798732866608093,22.42332837455599,1.0424952286860536,0.7300365537654049,1.118204048874165,205.4030684509687,-206.88798875883958,0.0,0.0,0.0,0,0.0,0,0.0,inf,0,0,0.0,0.0,7.418155670166016,14.227151870727539,21.59243869781494,4.318487739562988,1748912014.6056378,False,False,False
3,success,6,True,success,1.4747545502657808,28.288867528428703,26.81411297816292,0.947868024452243,94.78680244522431,0.15797800407537385,24.722138804729546,1.1442726598969184,0.8332247080738008,1.2102610227034223,176.06177899868013,-177.1836913953451,0.0,0.0,0.0,0,0.0,2,0.5,8.6830028551647,0,0,0.0,0.0,5.263725916544597,6.275653839111328,24.25363254547119,4.042272090911865,1748912044.3601735,False,False,False
4,success,6,True,success,1.086282601170101,24.739450883342457,23.653168282172356,0.9560910787271549,95.6091078727155,0.1593485131211925,23.225205592430797,1.0651983589503793,0.5389465172107739,0.8916859329938984,174.92741608772803,-175.8008350346913,0.0,0.0,0.0,0,0.0,0,0.0,inf,0,0,0.0,0.0,4.576325416564941,5.68842887878418,22.262758255004883,3.7104597091674805,1748912072.142537,False,False,False
5,stuck,15,False,partial,3.1067019794350847,36.63651851720939,33.5298165377743,0.9152020414282606,91.52020414282606,0.0610134694285507,70.8123834181616,0.5173744583749322,0.604537323920333,1.8592357079427575,225.65908334438322,-227.56981871927852,0.0,0.0,0.0,5,0.07060911889484044,16,2.3333333333333335,11.74960336984145,7,7,46.666666666666664,46.666666666666664,13.89780044555664,80.69491386413574,15.631792545318604,1.0421195030212402,1748912199.973797,True,False,False
6,success,11,True,success,0.5739395191382666,33.7650996274036,33.191160108265336,0.9830019894662932,98.30019894662932,0.08936381722420848,40.14475182150578,0.8410837804535994,0.6167334891646744,1.2469513027491905,150.5067870643904,-151.20277713767567,0.0,0.0,0.0,1,0.02490985632309462,6,1.8181818181818181,7.422703196276901,2,2,18.181818181818183,18.181818181818183,6.251811981201172,14.725446701049805,47.26611399650574,4.296919454227794,1748912265.055218,False,False,False
7,success,11,True,success,1.220522284264929,45.54050127854821,44.31997899428328,0.9731991908301665,97.31991908301664,0.08847265371183331,41.34854964025476,1.1013808628057027,0.364118203225032,1.186387779869473,124.3575542315878,-125.12775445264083,0.0,0.0,0.0,0,0.0,8,0.7272727272727273,9.24969124689659,4,4,36.36363636363637,36.36363636363637,129.94282895868474,323.2853412628174,80.87329959869385,7.352118145335805,1748912351.4892218,False,False,False
8,success,7,True,success,1.1523042406912365,28.885796485342095,27.733492244650858,0.9601082753153105,96.01082753153105,0.13715832504504435,26.346506168149737,1.0963805333802514,0.8362142847687569,1.2004668246943393,158.68139470562684,-159.4992756268832,0.0,0.0,0.0,0,0.0,1,0.2857142857142857,16.587536902853273,0,0,0.0,0.0,20.097017288208008,68.4363842010498,24.203768730163574,3.457681247166225,1748912381.2060392,False,False,False
9,success,5,True,success,1.2938614518723233,22.959932027678477,21.666070575806152,0.9436469824774499,94.364698247745,0.18872939649548998,20.206292745605094,1.136276323259362,0.6715432613875543,1.076038867314457,182.60034852769613,-183.63555800674007,0.0,0.0,0.0,0,0.0,1,0.2,7.685739445786899,0,0,0.0,0.0,5.843114852905273,7.075071334838867,16.184533834457397,3.2369067668914795,1748912402.8436708,False,False,False
