episode_id,step,distance_to_target,normalized_distance,position_x,position_y,position_z,waypoint_x,waypoint_y,waypoint_z,action_magnitude,policy_length,vfe,efe,suitability,collision,obstacles_count,closest_obstacle,high_density_area,near_goal,inference_time_ms,replanning_occurred,dynamic_replanning,time_since_movement
0,0,12.705950740646136,0.9999697955187775,0.0,0.0,-1.6801133155822754,-2.1643188939160294,-2.597110646632427,-1.7652537243442863,3.381790779249593,2,0.0,0.0,0.0,False,0,inf,False,False,30.617237091064453,False,False,0.0
0,1,9.150970374978636,0.720189630941418,-2.6766345500946045,-2.412484645843506,-1.8293156623840332,-8.145372601614582,-10.020443393139216,-1.3229629682424222,9.383204422134279,2,0.0,0.0,0.0,False,0,inf,False,False,11.037111282348633,False,False,0.0
0,2,4.877242721905157,0.38384340588675464,-5.166067600250244,-2.6602442264556885,-4.526737213134766,-7.612719495400706,-8.515708681574647,-2.442179012298584,6.679667085557355,2,0.0,0.0,0.0,True,0,inf,False,True,9.083747863769531,True,True,0.0
0,3,1.8467974164254215,0.1453446241499928,-7.285062313079834,-8.406022071838379,-2.9309208393096924,-7.962377471446912,-9.487425933829398,-2.1861841678619385,1.4774379331403373,2,0.0,0.0,0.0,False,0,inf,False,True,11.031866073608398,True,True,0.0
1,0,16.167541699839997,0.9999812600683753,0.0,0.0,-1.6809477806091309,3.2824230144673803,0.8110204000361122,-1.747684447585106,3.3817907560786375,2,0.0,0.0,0.0,False,1,7.522797959652098,False,False,10.056495666503906,False,False,0.0
1,1,12.414949969668465,0.7678790965776677,3.684659719467163,0.7298501133918762,-1.8086313009262085,6.955551894318484,1.5872040113889527,-1.8607594929752034,3.3817907496355657,2,0.0,0.0,0.0,False,5,7.4614608174568815,False,False,10.521411895751953,False,False,0.0
1,2,8.703927001560169,0.5383480093729667,7.270806789398193,1.6819833517074585,-2.1192879676818848,16.457299270333724,4.3793809212892345,-2.1192879676818848,9.574319701716185,2,0.0,0.0,0.0,False,1,7.721802253363762,False,False,7.540702819824219,False,False,0.0
2,0,30.583654663896684,0.9999947880582569,0.0,0.0,-1.680928111076355,-2.8383956213517316,1.8381442798701764,-1.7162095182115693,3.381790779249594,2,0.0,0.0,0.0,False,0,inf,False,False,9.530305862426758,False,False,0.0
2,1,27.29834317562645,0.892574847520661,-2.9438815116882324,1.4998786449432373,-1.8354592323303223,-5.759177650251175,3.3734316945718774,-1.8558429767699038,3.3817907792495934,2,0.0,0.0,0.0,False,0,inf,False,False,11.038541793823242,False,False,0.0
2,2,23.572380096245624,0.7707469070464078,-6.050284385681152,3.5568106174468994,-2.097944974899292,-8.864922333343074,5.4314104816916435,-2.0838933852152697,3.381790779249594,2,0.0,0.0,0.0,False,5,11.971430794861856,False,False,8.025884628295898,False,False,0.0
2,3,19.856784700526212,0.6492579590745089,-9.142572402954102,5.617124080657959,-2.1266016960144043,-11.95723979617388,7.491608395043369,-2.1050402773524013,3.3817907791739987,2,0.0,0.0,0.0,False,10,8.954116588835648,False,False,9.516000747680664,False,False,0.0
2,4,16.151230403213138,0.528097325235864,-12.227581024169922,7.670461177825928,-2.1523969173431396,-14.724321546107987,9.333436068592185,-2.124090049035542,3.0,2,0.0,0.0,0.0,False,11,8.83921569274942,True,False,9.016036987304688,False,False,0.0
2,5,14.833956055865393,0.4850263614721516,-10.255247116088867,9.081083297729492,-4.657027721405029,-12.918213267856196,10.384118804204387,-4.197996411571786,3.0,2,0.0,0.0,0.0,True,15,12.771980520028741,True,False,8.170843124389648,True,True,0.0
2,6,17.65338215374035,0.5772132316868038,-10.307909965515137,9.103764533996582,-6.372698783874512,-12.918426420746377,10.381660200138512,-5.629606257049893,3.0,2,0.0,0.0,0.0,False,14,13.505367002092324,True,False,9.250640869140625,True,True,0.0
2,7,14.79327954870291,0.4836963603455396,-13.000197410583496,10.163389205932617,-6.074275493621826,-15.896415494636315,11.640189120616464,-5.142883150829184,3.3817907792495925,2,0.0,0.0,0.0,False,5,17.264352037987546,False,False,10.039329528808594,True,True,0.0
2,8,11.143363413511215,0.36435492937031827,-16.295528411865234,11.825304985046387,-5.64453649520874,-19.140310779660556,13.281459820492925,-4.538491627355688,3.381790779249593,2,0.0,0.0,0.0,False,6,17.408071923620543,False,False,8.020162582397461,True,True,0.0
2,9,7.526293103530981,0.24608745944984647,-19.52984619140625,13.4839448928833,-5.015678882598877,-24.59497107082287,16.07407074723008,-2.5277438044548033,6.20919181041306,2,0.0,0.0,0.0,False,0,inf,False,False,9.030342102050781,True,True,0.0
3,0,14.566933788375824,0.9999769668931923,0.0,0.0,-1.6809314489364624,-0.4632446306245318,3.3490933714051523,-1.755004901840892,3.3817907792495934,2,0.0,0.0,0.0,False,0,inf,False,False,9.739160537719727,False,False,0.0
3,1,10.30786129555971,0.7076042235954177,-0.6834356784820557,4.203447341918945,-1.8318054676055908,-1.1138661294950705,7.557280007990665,-1.8869865282021892,3.381790779249593,2,0.0,0.0,0.0,False,0,inf,False,False,9.51695442199707,False,False,0.0
3,2,6.5780521672142305,0.4515638465718252,-1.145064115524292,7.903255939483643,-2.0175535678863525,-2.1748339888876496,15.065462728495625,-2.0175535678863525,7.235857383935653,2,0.0,0.0,0.0,False,2,8.569694135550925,False,False,7.527589797973633,False,False,0.0
