episode_id,status,steps_taken,target_reached,goal_status,final_distance,initial_distance,distance_improvement,normalized_improvement,distance_improvement_percentage,efficiency_metric,path_length,path_efficiency,avg_velocity,max_velocity,avg_vfe,avg_efe,avg_suitability,min_suitability,avg_model_confidence,collisions,collisions_per_meter,max_obstacle_count,avg_obstacle_count,min_obstacle_distance,replanning_count,dynamic_replanning_count,replanning_percentage,dynamic_replanning_percentage,avg_planning_time_ms,max_planning_time_ms,duration_seconds,avg_step_time,timestamp_completed,stuck_detected,oscillation_detected,airsim_crash
0,success,9,True,success,0.790559030490398,20.04784185448857,19.25728282399817,0.9605663773573014,96.05663773573016,0.1067295974841446,23.52073102647888,0.85234773663792,0.4989249654302927,1.0275409910560525,65.82454821426553,-73.15980169991576,0.0,0.0,0.0,1,0.0425156853702477,13,4.555555555555555,9.813342544335876,2,2,22.22222222222222,22.22222222222222,1050.0410662757026,9349.49231147766,26.7756290435791,2.9750698937310114,1748241318.1243973,False,False,False
1,success,5,True,success,1.0893464200360512,21.030999661263127,19.94165324122708,0.948202822615108,94.8202822615108,0.1896405645230215,18.894489433333987,1.1130758380885313,0.6976232702499097,1.0354158355672132,46.725402364844605,-53.43993658579772,0.0,0.0,0.0,0,0.0,0,0.0,inf,0,0,0.0,0.0,5.149412155151367,8.08572769165039,16.54460644721985,3.30892128944397,1748241340.1009183,False,False,False
2,stuck,26,False,partial,6.942059313786411,41.111693846292575,34.169634532506166,0.8311414912812589,83.11414912812589,0.0319669804338945,115.8895310155558,0.3547489879890373,0.4434437737199973,1.2695743744870076,50.577630415473536,-58.515837928735294,0.0,0.0,0.0,4,0.0345156285036918,0,0.0,inf,12,12,46.15384615384615,46.15384615384615,6.189410503094013,40.12084007263184,45.43533635139465,1.747512936592102,1748241505.872398,True,False,False
3,success,3,True,success,0.7407162172242641,14.058577604435042,13.317861387210778,0.9473121507690372,94.73121507690372,0.3157707169230124,13.287015019983384,1.0580689179090446,0.611561366202758,1.2034571099275766,71.29461391525803,-79.15768756986434,0.0,0.0,0.0,0,0.0,9,3.333333333333333,7.4759082520782,0,0,0.0,0.0,4.33500607808431,5.003690719604492,13.365072250366213,4.455024083455403,1748241524.6617043,False,False,False
4,success,12,True,success,0.6840203377256443,39.32194023260865,38.637919894883005,0.9826046137683104,98.26046137683105,0.0818837178140258,46.17169468965248,0.851646024624283,0.5108158729847674,1.0401131041668317,21.154982880034726,-28.023009532453315,0.0,0.0,0.0,1,0.0216582910097105,5,0.5833333333333334,7.513089280514651,2,2,16.666666666666664,16.666666666666664,4.406074682871501,6.00433349609375,52.68504142761231,4.390420118967692,1748241591.881185,False,False,False
5,success,10,True,success,0.7988302995507519,31.11492015631604,30.31608985676529,0.9743264551045748,97.43264551045748,0.0974326455104574,38.30805071957906,0.8122292722248422,0.5118139707895125,1.2548606338621375,29.08916976519482,-36.05633734155367,0.0,0.0,0.0,1,0.0261041734365488,22,6.3,8.791199834116641,3,3,30.0,30.0,6.503582000732422,22.63426780700684,35.6483588218689,3.5648358821868897,1748241651.54448,False,False,False
6,success,7,True,success,1.4985209973747142,31.273427127341574,29.77490612996686,0.952083249741932,95.2083249741932,0.136011892820276,28.22956851758273,1.1078251907344236,0.8610321273961719,1.1966229102975643,30.83514942366389,-38.04118818156845,0.0,0.0,0.0,0,0.0,0,0.0,inf,0,0,0.0,0.0,4.455464226858957,5.009174346923828,24.47754549980164,3.4967922142573764,1748241681.5314782,False,False,False
7,success,4,True,success,1.43226964031067,17.621674377781453,16.18940473747078,0.918721137980136,91.8721137980136,0.229680284495034,18.291805876274545,0.9633643882388732,0.1620738396732045,0.4174335492373069,64.62253389381263,-72.7535309433111,0.0,0.0,0.0,0,0.0,0,0.0,inf,0,0,0.0,0.0,4.547238349914551,5.141258239746094,19.002615690231323,4.750653922557831,1748241705.9596174,False,False,False
8,success,9,True,success,1.2191892141571377,36.875542896296295,35.656353682139155,0.9669377284129532,96.69377284129531,0.107437525379217,33.49257190112594,1.1010066054394774,0.9334199728191436,1.2249967149445398,25.896167984354392,-32.53992431465487,0.0,0.0,0.0,0,0.0,0,0.0,inf,0,0,0.0,0.0,4.832241270277235,7.011890411376953,28.73897075653076,3.1932189729478626,1748241740.1625557,False,False,False
9,success,15,True,success,1.0829281512465223,47.8217218003271,46.73879364908058,0.9773548899855984,97.73548899855984,0.0651569926657065,52.99844404709354,0.9023231277852894,0.7544918288691039,1.2516292679524492,16.494487408625556,-22.79925016927198,0.0,0.0,0.0,1,0.018868478461583,6,1.1333333333333333,15.39677084348891,1,1,6.666666666666667,6.666666666666667,4.674371083577474,6.518840789794922,49.58655381202698,3.305770254135132,1748241808.838719,False,False,False
12,success,8,True,success,1.0304650076398436,34.84543272506346,33.81496771742362,0.970427544528708,97.0427544528708,0.1213034430660885,33.06305498613292,1.0539084406954558,0.8922068673385503,1.1564603334522314,32.01826953609,-39.38741780413584,0.0,0.0,0.0,0,0.0,7,2.625,15.625006725593488,0,0,0.0,0.0,4.41741943359375,5.003690719604492,27.7582368850708,3.46977961063385,1748242175.9242542,False,False,False
13,success,15,True,success,0.742982581619202,39.529569917573546,38.78658733595434,0.9812043848903882,98.12043848903882,0.0654136256593592,53.717443631643945,0.7358795811029141,0.5704407173798622,1.2852402818559467,22.46391776118865,-28.928206413799284,0.0,0.0,0.0,1,0.0186159268273689,8,0.8,8.558999871944438,3,3,20.0,20.0,5.221748352050781,9.018421173095703,50.86154222488403,3.3907694816589355,1748242263.3425665,False,False,False
14,success,14,True,success,0.4851530085039047,48.27288743259009,47.78773442408618,0.989949782697764,98.9949782697764,0.070710698764126,50.890754738514175,0.9485590787683312,0.6419635418058116,1.2772292245193173,18.28909848039071,-24.772119843655,0.0,0.0,0.0,0,0.0,6,0.4285714285714285,18.82155972683877,0,0,0.0,0.0,4.308138574872698,5.216836929321289,61.326706886291504,4.380479063306536,1748242330.1589022,False,False,False
16,success,12,True,success,0.5774277167467374,40.40117051592169,39.82374279917495,0.98570764882866,98.570764882866,0.082142304069055,42.77963789859079,0.9444018813738616,0.8603726539136267,1.2803838965256875,25.80380542752684,-32.21073747500498,0.0,0.0,0.0,0,0.0,2,0.1666666666666666,7.648211220402286,0,0,0.0,0.0,9.177605311075846,64.63885307312012,45.89273023605347,3.824394186337789,1748243046.496641,False,False,False
17,success,14,True,success,1.4671297308425195,47.777068827050265,46.30993909620774,0.9692921778823764,96.92921778823764,0.0692351555630268,51.39071535005477,0.9296828911917324,0.827184505420257,1.2457181979621768,16.68652434406841,-23.23834394003597,0.0,0.0,0.0,0,0.0,6,0.7142857142857143,8.550792145709913,0,0,0.0,0.0,4.412429673331125,6.002902984619141,51.40025329589844,3.6714466639927457,1748243103.3269353,False,False,False
18,success,13,True,success,1.4015842514546977,42.39659732315404,40.99501307169934,0.9669411146189024,96.69411146189024,0.0743800857399155,47.631050988987816,0.8901041745426955,0.7328766490050271,1.241890218353246,20.900374586740437,-27.433670412168677,0.0,0.0,0.0,0,0.0,7,0.6923076923076923,9.00304516160354,0,0,0.0,0.0,6.333296115581806,22.36413955688477,48.494582176208496,3.730352475092961,1748243157.2880142,False,False,False
20,success,18,True,success,0.9504064256052678,63.52848453228681,62.578078106681545,0.9850396805054865,98.50396805054865,0.05472442669474925,64.74913532088976,0.9811479986172241,0.85418144413222,1.2584286737859056,174.43380737346058,-182.00689729935706,0.0,0.0,0.0,0,0.0,8,0.5555555555555556,15.611246930402485,0,0,0.0,0.0,510.75361834632025,9033.498048782349,76.2348780632019,4.235271003511217,1748276290.5008914,False,False,False
21,success,24,True,success,1.24894160498945,82.37347143775622,81.12452983276677,0.9848380603222096,98.48380603222095,0.04103491918009206,85.61170306283461,0.9621753626054876,0.8925418539006266,1.2671457190734812,136.90526623678252,-144.41848744577769,0.0,0.0,0.0,1,0.011680646035811848,5,0.20833333333333334,7.449411030265332,1,1,4.166666666666666,4.166666666666666,6.849169731140137,42.07110404968262,66.06975030899048,2.7529062628746033,1748276389.6054933,False,False,False
22,success,15,True,success,1.240751427498193,53.91781674954026,52.67706532204206,0.9769880996246241,97.6988099624624,0.06513253997497494,55.85260104523927,0.9653591012864041,0.7885225066021557,1.2797187914196753,197.29107687397433,-205.13398147042096,0.0,0.0,0.0,0,0.0,8,0.9333333333333333,9.383806881324597,0,0,0.0,0.0,5.082639058430989,7.595062255859375,57.076234579086304,3.8050823052724203,1748276452.1194267,False,False,False
