episode_id,step,distance_to_target,normalized_distance,position_x,position_y,position_z,waypoint_x,waypoint_y,waypoint_z,action_magnitude,policy_length,vfe,efe,suitability,collision,obstacles_count,closest_obstacle,high_density_area,near_goal,inference_time_ms,replanning_occurred,dynamic_replanning,time_since_movement
0,0,12.705930391062763,0.9999697433394232,0.0,0.0,-1.6809226274490356,-1.455298729265588,-2.5206513392784196,-1.6809226274490356,2.9105974585311736,2,0.0,0.0,0.0,False,160,7.641694913641304,True,False,4455.344200134277,False,False,0.0
0,1,9.520370899931338,0.7492629466943085,-1.6233330965042114,-2.8110921382904053,-1.8513001203536987,-3.6742111241390623,-5.0000881870956615,-1.8981575005574596,3.0,2,0.0,0.0,0.0,False,128,3.1845393440027956,True,False,6.006002426147461,False,False,0.0
0,2,9.200642267409028,0.7240999756436811,-1.7564655542373657,-3.1247828006744385,-1.8926997184753418,-3.8352032732498778,-5.287564671505924,-1.9276864982259498,3.0,3,0.0,0.0,0.0,False,142,2.2159285046953308,True,False,8.492708206176758,True,True,0.0
0,3,5.8724262244256415,0.4621659621674847,-4.077023506164551,-5.510262489318848,-2.0596561431884766,-6.148407257913958,-7.680156625582979,-2.029180080531268,3.0,3,0.0,0.0,0.0,False,124,0.5181489425617278,True,False,8.502721786499023,True,True,0.0
0,4,5.603363866542214,0.4409904788558303,-4.272853374481201,-5.695479869842529,-2.068438768386841,-6.338854964846639,-7.8704039652099596,-2.0317971527340597,3.0,3,0.0,0.0,0.0,False,134,1.0338643088081925,True,False,6.997823715209961,True,True,0.0
0,5,5.4127517344274,0.4259891087112007,-4.4115095138549805,-5.826569557189941,-2.0602190494537354,-6.473416430916225,-8.005428408483489,-2.026842837644103,3.0,3,0.0,0.0,0.0,False,138,1.8163532452225155,True,False,8.012533187866211,True,True,0.0
0,6,5.273517592430172,0.4150312390431136,-4.501708507537842,-5.932607650756836,-2.034414052963257,-6.566742532670228,-8.108670884561796,-2.014836577951517,3.0,3,0.0,0.0,0.0,False,140,0.25878222004859147,True,False,11.08860969543457,True,True,0.0
0,7,5.7360239761092915,0.45143096543432437,-3.1575047969818115,-6.904842376708984,-2.1416172981262207,-5.7590637260106465,-8.396956705990412,-2.067549983179808,3.0,2,0.0,0.0,0.0,False,110,3.9250633416854193,True,False,5.998134613037109,True,True,0.0
0,8,2.4300800270739686,0.19124978857720326,-6.0908098220825195,-8.513761520385742,-2.4386985301971436,-8.335795904934297,-9.882178437221294,-1.9561301469802856,2.673088029781365,3,0.0,0.0,0.0,False,114,0.4385307461911345,True,True,8.513450622558594,True,True,0.0
0,9,2.172383201420687,0.17096878429992876,-6.346767425537109,-8.604132652282715,-2.4498300552368164,-8.310200144588839,-9.873141324031597,-1.9550169944763183,2.389621521562756,3,0.0,0.0,0.0,False,109,1.3870579677016595,True,True,6.508350372314453,True,True,0.0
0,10,1.9693242528242865,0.15498783694218615,-6.566400527954102,-8.645735740661621,-2.437516212463379,-8.28823683434714,-9.868981015193706,-1.9562483787536622,2.166256678106715,3,0.0,0.0,0.0,False,93,1.2344246451910734,True,True,7.009983062744141,True,True,0.0
0,11,1.9217817853665002,0.1512461960297721,-6.646290302276611,-8.61397933959961,-2.42250657081604,-8.280247856914889,-9.872156655299907,-1.9577493429183959,2.11395996390315,3,0.0,0.0,0.0,False,90,1.0239007280169423,True,True,8.506298065185547,True,True,0.0
0,12,1.9441172223390082,0.15300401780978773,-6.676164627075195,-8.535630226135254,-2.4090816974639893,-8.277260424435031,-9.879991566646343,-1.959091830253601,2.1385289445729097,3,0.0,0.0,0.0,False,89,0.6106389625080008,True,True,9.514093399047852,True,True,0.0
0,13,2.0635737281779063,0.16240536724327506,-6.649054527282715,-8.378952026367188,-2.398650646209717,-8.279971434414279,-9.89565938662315,-1.9601349353790283,2.2699311009956973,3,0.0,0.0,0.0,False,89,2.593150535007843,True,True,6.030559539794922,True,True,0.0
1,0,16.16751096462844,0.9999814047817513,0.0,0.0,-1.6825090646743774,2.9105978084628616,0.0,-1.6825090646743774,2.9105978084628616,2,0.0,0.0,0.0,False,131,10.88925286513974,True,False,7.953166961669922,False,False,0.0
1,1,13.036324443837792,0.8063134801058841,3.2468395233154297,7.657328104926364e-09,-1.8652461767196655,5.907942527622696,7.657328104926364e-09,-1.8652461767196655,2.6611030043072663,2,0.0,0.0,0.0,False,152,3.0980396791911105,True,False,12.51840591430664,False,False,0.0
1,2,10.249464247132687,0.6339425826604737,6.205300331115723,1.2598921728113055e-07,-1.8934252262115479,6.205300331115723,1.2598921728113055e-07,-1.8934252262115479,0.0,1,0.0,0.0,0.0,False,136,0.764323182106543,True,False,11.707305908203125,False,False,0.0
1,3,10.005640343634917,0.6188617597637085,6.469120979309082,1.4641811674209748e-07,-1.9056053161621094,6.469120979309082,1.4641811674209748e-07,-1.9056053161621094,0.0,1,0.0,0.0,0.0,False,145,0.3312897784545504,True,False,8.527994155883789,True,True,0.0
1,4,9.874278358658623,0.6107368515722804,6.611867904663086,1.5562946487079898e-07,-1.898596167564392,9.370738921799251,1.1779991150639302,-1.9294046465495995,3.0,3,0.0,0.0,0.0,False,147,0.6373131017378585,True,False,9.516716003417969,True,True,0.0
1,5,9.85128257060386,0.6093145324228841,6.637106418609619,1.4608531273552217e-07,-1.8799850940704346,9.394731595057412,1.1807489041209447,-1.9165330983742668,3.0,3,0.0,0.0,0.0,False,125,0.8623264705369178,True,False,9.504079818725586,True,True,0.0
1,6,9.923273192562206,0.6137672452390076,6.559109210968018,1.0825072394027302e-07,-1.8610275983810425,9.320308658793415,1.172182869733175,-1.9030416794978826,3.0,3,0.0,0.0,0.0,False,128,2.135650825671361,True,False,9.519815444946289,True,True,0.0
1,7,6.597267790231534,0.4080495214773924,9.631381034851074,1.2744680643081665,-2.1104869842529297,12.387570652498233,2.45806196316307,-2.060244828970166,3.0,3,0.0,0.0,0.0,False,133,1.0518184156280934,True,False,8.519887924194336,True,True,0.0
1,8,6.307469278161013,0.3901251097458676,9.90653133392334,1.3689533472061157,-2.122830867767334,12.658486091936554,2.5619881009370356,-2.0644092430155703,3.0,3,0.0,0.0,0.0,False,120,0.9968156164822648,True,False,8.516788482666016,True,True,0.0
1,9,6.14019718656801,0.3797791151460862,10.073936462402344,1.4032810926437378,-2.1146583557128906,12.819068938358157,2.6120446868910694,-2.0586381569005243,3.0,3,0.0,0.0,0.0,False,114,0.9435452315956384,True,False,10.085821151733398,True,True,0.0
1,10,6.063103995942268,0.3750108018769813,10.163741111755371,1.3899680376052856,-2.085928440093994,12.899343332773123,2.620688472341782,-2.0434113860479965,3.0,3,0.0,0.0,0.0,False,105,0.7182486202726658,True,False,7.5283050537109375,True,True,0.0
1,11,6.08734849468392,0.3765103553928532,10.12964153289795,1.406266689300537,-2.0675368309020996,12.871153622883867,2.62405306002118,-2.034252964719107,3.0,2,0.0,0.0,0.0,False,81,3.8344323121526567,True,False,5.521059036254883,True,True,0.0
1,12,2.778167873330853,0.1718332660340189,13.16794490814209,2.745990753173828,-2.255040407180786,15.9449423432225,3.9904272941526058,-1.9744959592819213,3.055984660663938,3,0.0,0.0,0.0,False,122,0.4933958004736406,True,True,11.032819747924805,True,True,0.0
1,13,2.4890178335667614,0.15394896315099685,13.43970012664795,2.853572368621826,-2.2685980796813965,15.917766821371915,3.979669132607806,-1.9731401920318603,2.7379196169234374,3,0.0,0.0,0.0,False,106,1.5791437416073641,True,True,12.045860290527344,True,True,0.0
1,14,2.3103821309906465,0.14290011455599336,13.615765571594238,2.8990061283111572,-2.2608389854431152,15.900160276877287,3.9751257566388727,-1.9739161014556885,2.541420344089712,3,0.0,0.0,0.0,False,120,0.8795260880039635,True,True,7.503509521484375,True,True,0.0
1,15,2.2246196024407534,0.13759559155523052,13.719667434692383,2.878493070602417,-2.243521213531494,15.889770090567472,3.977177062409747,-1.9756478786468505,2.4470815626848292,3,0.0,0.0,0.0,False,90,1.76561701382572,True,True,5.997896194458008,True,True,0.0
1,16,2.2266483213424255,0.13772107043578546,13.755819320678711,2.8024039268493652,-2.2277774810791016,15.88615490196884,3.984785976785052,-1.9772222518920899,2.4493131534766692,3,0.0,0.0,0.0,False,112,0.6441199548505775,True,True,9.047508239746094,True,True,0.0
1,17,2.2966049794619305,0.14204797996522564,13.74252986907959,2.6835739612579346,-2.2169876098632812,15.88748384712875,3.996668973344195,-1.9783012390136718,2.5262654774081237,3,0.0,0.0,0.0,False,85,0.5935830357733289,True,True,11.61050796508789,True,True,0.0
1,18,2.4639575850110056,0.15239895445703086,13.663143157958984,2.4960272312164307,-2.2119929790496826,15.895422518240812,4.015423646348346,-1.9788007020950318,2.7103533435121063,3,0.0,0.0,0.0,False,98,1.2111539452656586,True,True,7.510662078857422,True,True,0.0
1,19,2.6820264623716557,0.16588679577035165,13.527146339416504,2.3092660903930664,-2.2141058444976807,15.909022200095059,4.034099760430681,-1.978589415550232,2.9502291086088204,3,0.0,0.0,0.0,False,77,0.7157635030505305,True,True,6.518125534057617,True,True,0.0
1,20,2.9887171376937074,0.18485600958520415,13.285493850708008,2.11936092376709,-2.220161199569702,15.93318744896591,4.053090277093279,-1.9779838800430298,3.2875888514630787,3,0.0,0.0,0.0,False,73,1.7102190557815302,True,True,7.520198822021484,True,True,0.0
2,0,30.583651620755877,0.9999947687258411,0.0,0.0,-1.6812199354171753,-1.4552988431536462,2.520651536538327,-1.6812199354171753,2.9105976863072938,2,0.0,0.0,0.0,False,119,7.9924726543734215,True,False,19.685029983520508,False,False,0.0
2,1,27.731167420202556,0.9067269891356964,-1.6233298778533936,2.8110861778259277,-1.8515769243240356,-3.5223744832366783,4.7101307832092125,-1.8515769243240356,2.6856546364845038,2,0.0,0.0,0.0,False,133,3.1379797170668153,True,False,7.996082305908203,False,False,0.0
2,2,24.85584150857715,0.8127123532883566,-3.7275943756103516,4.946207046508789,-1.8931047916412354,-3.7275943756103516,4.946207046508789,-1.8931047916412354,0.0,1,0.0,0.0,0.0,False,148,0.6797872749363453,True,False,9.022712707519531,False,False,0.0
2,3,24.58547336832722,0.8038721163790211,-3.941910982131958,5.119046211242676,-1.9008415937423706,-3.941910982131958,5.119046211242676,-1.9008415937423706,0.0,1,0.0,0.0,0.0,False,134,1.089117195355018,True,False,7.651805877685547,True,True,0.0
2,4,24.365430489593308,0.7966773663747426,-4.121253967285156,5.250730991363525,-1.8891266584396362,-4.121253967285156,5.250730991363525,-1.8891266584396362,0.0,1,0.0,0.0,0.0,False,117,2.1756316736315062,True,False,6.504058837890625,True,True,0.0
2,5,24.231971842310145,0.7923136641334504,-4.2388014793396,5.314079761505127,-1.875583291053772,-5.998138609904563,7.073416892070091,-1.875583291053772,2.4880784308315365,3,0.0,0.0,0.0,False,143,2.8891335321711793,True,False,10.512351989746094,True,True,0.0
2,6,22.792652515620233,0.7452521877910012,-5.335461616516113,6.326213836669922,-1.9512215852737427,-5.335461616516113,6.326213836669922,-1.9512215852737427,0.0,1,0.0,0.0,0.0,True,154,1.3182283837164743,True,False,10.146379470825195,True,True,0.0
2,7,22.78740158625741,0.7450804979627594,-5.339434623718262,6.3299994468688965,-1.9495199918746948,-7.182156974040917,8.172721797191553,-1.9495199918746948,2.6060029395143256,2,0.0,0.0,0.0,True,134,3.019054111190447,True,False,8.522272109985352,True,True,5.7248475551605225
2,8,22.770991780311057,0.7445439459412533,-5.349968433380127,6.345480442047119,-1.9599499702453613,-5.349968433380127,6.345480442047119,-1.9599499702453613,0.0,1,0.0,0.0,0.0,True,159,2.172152244143129,True,False,9.51695442199707,True,True,5.7248475551605225
2,9,22.759231866452367,0.7441594316103558,-5.358724594116211,6.354230880737305,-1.9583618640899658,-5.358724594116211,6.354230880737305,-1.9583618640899658,0.0,1,0.0,0.0,0.0,True,124,1.8680023288417373,True,False,7.126808166503906,True,True,5.7248475551605225
2,10,22.77035044868108,0.7445229762976362,-5.3501057624816895,6.3466339111328125,-1.958924651145935,-8.140896017178639,6.3466339111328125,-1.958924651145935,2.790790254696949,2,0.0,0.0,0.0,True,126,3.3701888716634687,True,False,8.512258529663086,True,True,11.81184196472168
2,11,22.603177438277463,0.7390569142999147,-5.4240875244140625,6.574110984802246,-2.0211639404296875,-8.295884722331502,6.574110984802246,-2.0211639404296875,2.8717971979174397,2,0.0,0.0,0.0,True,125,3.7621712727401957,True,False,8.519411087036133,True,True,0.0
2,12,22.37966692505201,0.7317487829246215,-5.575509548187256,6.770699977874756,-2.0888893604278564,-5.575509548187256,6.770699977874756,-2.0888893604278564,0.0,1,0.0,0.0,0.0,True,118,1.1545102117625488,True,False,10.145902633666992,True,True,0.0
2,13,22.417290590023438,0.732978965265771,-5.544744491577148,6.747982501983643,-2.088456392288208,-5.544744491577148,6.747982501983643,-2.088456392288208,0.0,1,0.0,0.0,0.0,True,119,1.2116331492544947,True,False,8.013486862182617,True,True,0.0
2,14,22.405737909614647,0.7326012268545176,-5.554157257080078,6.755022048950195,-2.0880661010742188,-5.554157257080078,6.755022048950195,-2.0880661010742188,0.0,1,0.0,0.0,0.0,True,133,2.0137817199160186,True,False,10.27369499206543,True,True,0.0
2,15,22.41760172729368,0.7329891385324055,-5.544502258300781,6.747767925262451,-2.088240623474121,-8.294465887921323,6.747767925262451,-2.088240623474121,2.7499636296205416,2,0.0,0.0,0.0,True,124,3.263986920777171,True,False,8.141040802001953,True,True,0.0
2,16,19.717421372914497,0.6447012433366933,-8.603738784790039,6.750505447387695,-2.253676414489746,-8.603738784790039,6.750505447387695,-2.253676414489746,0.0,1,0.0,0.0,0.0,True,142,0.5403702195488469,True,False,9.540557861328125,True,True,0.0
2,17,19.491366440940446,0.6373099170090905,-8.87532901763916,6.734039306640625,-2.2675232887268066,-8.87532901763916,6.734039306640625,-2.2675232887268066,0.0,1,0.0,0.0,0.0,False,155,1.132516842906128,True,False,6.00433349609375,True,True,0.0
