episode_id,status,steps_taken,target_reached,goal_status,final_distance,initial_distance,distance_improvement,normalized_improvement,distance_improvement_percentage,efficiency_metric,path_length,path_efficiency,avg_velocity,max_velocity,avg_vfe,avg_efe,avg_suitability,min_suitability,avg_model_confidence,collisions,collisions_per_meter,max_obstacle_count,avg_obstacle_count,min_obstacle_distance,replanning_count,dynamic_replanning_count,replanning_percentage,dynamic_replanning_percentage,avg_planning_time_ms,max_planning_time_ms,duration_seconds,avg_step_time,timestamp_completed,stuck_detected,oscillation_detected,airsim_crash
0,timeout,25,False,partial,19.749243234588818,77.08507609222073,57.335832857631914,0.7437993936600411,74.37993936600411,0.029751975746401645,69.54024146464722,1.108495950958254,0.560510620557994,1.2215404620813453,45.48344376556292,-45.78899491937411,0.0,0.0,0.0,0,0.0,152,73.12,1.52920046664076,1,1,4.0,4.0,592.1538162231445,13876.248836517334,240.20797562599182,9.608319025039673,1749440393.4270937,False,False,False
1,success,10,True,success,0.6183859837556213,29.73576750793655,29.117381524180928,0.9792039676261737,97.92039676261737,0.09792039676261736,27.427496916406167,1.0841589955716906,0.6376780655276334,0.9766817553249852,194.61233937382252,-195.84969974632298,0.0,0.0,0.0,0,0.0,119,88.5,9.445486317419478,0,0,0.0,0.0,22.61483669281006,48.61569404602051,75.84362721443176,7.584362721443176,1749440475.5116942,False,False,False
2,success,4,True,success,1.028263526132226,13.48015451223406,12.451890986101834,0.9237201973316392,92.37201973316392,0.2309300493329098,11.0,1.2254685920212782,0.424399413547457,1.0925706046271664,248.25815316122024,-250.03807289407945,0.0,0.0,0.0,0,0.0,137,129.75,7.588108652079994,0,0,0.0,0.0,25.93320608139038,46.5550422668457,61.05578327178955,15.263945817947388,1749440542.8075986,False,False,False
3,success,8,True,success,0.6318006479126094,22.080237858157112,21.448437210244503,0.9713861484658236,97.13861484658236,0.12142326855822795,20.542188627463606,1.0748727050747275,0.35735165296354227,1.056613083776674,166.3410042754531,-166.90299763802477,0.0,0.0,0.0,0,0.0,178,140.125,2.722660041131903,0,0,0.0,0.0,42.35073924064636,99.4272232055664,136.53243374824524,17.066554218530655,1749440685.0511854,False,False,False
4,success,12,True,success,1.0325366109604663,38.931934653654366,37.8993980426939,0.9734784150814467,97.34784150814467,0.08112320125678722,35.0,1.1123409901044106,0.7392975324109908,1.0878431904807735,157.54913262953752,-158.42554084193526,0.0,0.0,0.0,0,0.0,115,86.91666666666667,8.670256839020027,0,0,0.0,0.0,22.45984474817912,46.57793045043945,91.3610692024231,7.613422433535258,1749440782.4500265,False,False,False
5,timeout,19,False,partial,11.11456029036907,57.12851624378203,46.01395595341296,0.8054463686236767,80.54463686236767,0.042391914138088245,53.872925248114896,1.0604309303917194,0.44682749714449166,1.1533242738826401,77.53247520936847,-77.85305289661369,0.0,0.0,0.0,0,0.0,163,97.6842105263158,2.2903482456813755,1,1,5.263157894736842,5.263157894736842,34.801382767526725,62.87384033203125,244.39215540885925,12.862745021518908,1749441032.5401704,False,False,False
6,timeout,16,False,partial,15.506150570053025,53.515498947478356,38.00934837742533,0.7102493506550093,71.02493506550093,0.04439058441593808,44.696375403031794,1.1973118281946493,0.46901049824529545,1.2254372381656364,69.62740004817111,-70.01350573773878,0.0,0.0,0.0,0,0.0,175,119.0,0.8140410541962794,1,1,6.25,6.25,41.193559765815735,79.70952987670898,243.094167470932,15.19338546693325,1749441281.38718,False,False,False
7,success,20,True,success,0.904809525059255,55.266426995386794,54.36161747032754,0.9836282246881134,98.36282246881134,0.04918141123440567,57.81923295404778,0.9558484983588447,0.4659213807080741,1.13804083151786,121.38532320165329,-122.18403307512024,0.0,0.0,0.0,1,0.017295283055635772,184,85.85,2.1276635396819104,1,1,5.0,5.0,38.87205123901367,132.2648525238037,163.53600215911865,8.176800107955932,1749441517.5046625,False,False,False
8,success,17,True,success,0.8159792433637321,40.19637162627521,39.380392382911474,0.9797001766490199,97.97001766490199,0.0576294221558247,46.86243973544304,0.857752431439754,0.5059689985306395,1.1933640174947637,133.52563135905524,-134.10968727962836,0.0,0.0,0.0,0,0.0,135,88.0,2.121639687349594,0,0,0.0,0.0,23.446195265826056,45.56632041931152,167.39232659339905,9.846607446670532,1749441691.0987735,False,False,False
9,success,10,True,success,1.2775162105100988,32.36512477076496,31.087608560254857,0.9605279998282575,96.05279998282576,0.09605279998282576,29.0,1.1160387851987916,0.5495508235918093,0.9729781952826642,170.61915467640523,-171.5587670186484,0.0,0.0,0.0,0,0.0,178,113.3,6.4923407071418735,0,0,0.0,0.0,27.676010131835938,49.31187629699707,102.91348767280579,10.291348767280578,1749441799.7182481,False,False,False
