episode_id,step,distance_to_target,normalized_distance,position_x,position_y,position_z,waypoint_x,waypoint_y,waypoint_z,action_magnitude,policy_length,vfe,efe,suitability,collision,obstacles_count,closest_obstacle,high_density_area,near_goal,inference_time_ms,replanning_occurred,dynamic_replanning,time_since_movement
0,0,12.705930151575107,0.9999698675238524,0.0,0.0,-1.6809321641921997,-1.9199789776974236,-2.3039108785241162,-1.7562673420189674,3.0,2,0.0,0.0,0.0,False,119,10.880305110708953,True,False,8682.74712562561,False,False,0.0
0,1,9.376641907950754,0.7379514332801338,-2.1273088455200195,-2.5572550296783447,-1.8547073602676392,-3.8949314549413714,-4.981016705392818,-1.8248803590737555,3.0,3,0.0,0.0,0.0,False,146,3.0834247660915675,True,False,11.50369644165039,False,False,0.0
0,2,6.050671036029927,0.47619407962660654,-4.059556484222412,-5.28319787979126,-2.079741954803467,-6.07858036730968,-7.501751322652947,-2.0402048748687154,3.0,3,0.0,0.0,0.0,False,131,0.8448594202811694,True,False,12.514352798461914,False,False,0.0
0,3,4.8409542915235475,0.3809881184482767,-4.966675281524658,-6.1051025390625,-2.2745676040649414,-8.302070422164723,-9.428320044035125,-1.970044331269699,4.718195603536988,2,0.0,0.0,0.0,True,75,7.067519988034205,True,True,10.513782501220703,True,True,0.0
1,0,16.167541659847785,0.9999813460950194,0.0,0.0,-1.6809498071670532,2.911850489288958,0.7194594171012654,-1.7401517933834199,3.0,2,0.0,0.0,0.0,False,140,7.456091769142926,True,False,12.518167495727539,False,False,0.0
1,1,12.835452080439413,0.7938877115135118,3.2328782081604004,0.7969980239868164,-1.8632036447525024,5.752938618863071,1.4200142223875756,-1.8908718529942483,2.596077654233008,3,0.0,0.0,0.0,False,132,3.0286032864945813,True,False,12.02082633972168,False,False,0.0
1,2,9.935462268954877,0.6145199525577912,6.044961452484131,1.5052998065948486,-2.1107797622680664,8.958019642621014,2.2215212048689024,-2.0773299561284313,3.0,3,0.0,0.0,0.0,False,125,0.9947480874826772,True,False,9.512901306152344,False,False,0.0
1,3,6.622399942692108,0.4096031758198161,9.26823902130127,2.309699058532715,-2.3575518131256104,12.167767925326702,3.0441885986908064,-2.126776489229339,3.0,2,0.0,0.0,0.0,False,138,1.0189118902709553,True,False,8.50534439086914,False,False,0.0010006427764892578
1,4,3.3041287976414004,0.2043642275524449,12.523965835571289,3.1484413146972656,-2.5886459350585938,16.100098932965494,3.797413790631027,-2.5886459350585938,3.634541677405539,2,0.0,0.0,0.0,False,118,0.7504132626965703,True,True,9.515047073364258,False,False,0.0010006427764892578
2,0,30.583654621611775,0.9999947866756658,0.0,0.0,-1.6809321641921997,-2.517952005806156,1.6306250762379824,-1.7122300427245776,3.0,2,0.0,0.0,0.0,False,142,7.512014221251632,True,False,11.514425277709961,False,False,0.0
2,1,27.243725032735952,0.8907889962604323,-2.8018243312835693,1.81566321849823,-1.8478471040725708,-4.923887758960113,3.1897993633560704,-1.861966581386596,2.5281619203141856,3,0.0,0.0,0.0,False,137,2.994528970184399,True,False,12.523889541625977,False,False,0.0
2,2,24.402003887948837,0.7978731441449352,-5.171901702880859,3.3831868171691895,-2.070998430252075,-5.171901702880859,3.3831868171691895,-4.070998430252075,2.0,3,0.0,0.0,0.0,False,127,1.046821957474236,True,False,13.521671295166016,False,False,0.0
2,3,24.54988445393372,0.8027083999985973,-5.133514881134033,3.3639330863952637,-4.271279811859131,-7.643002450070284,4.984253335334039,-3.9937290377052594,3.0,2,0.0,0.0,0.0,False,70,12.342334813780873,True,False,11.536836624145508,False,False,0.0
2,4,21.240687536286494,0.6945074767710641,-7.933938026428223,5.176320552825928,-4.362790107727051,-10.438864494989582,6.793100256018528,-4.029073493748725,3.0,2,0.0,0.0,0.0,False,88,4.353109233286126,True,False,8.510828018188477,False,False,0.0
2,5,17.934294198359524,0.5863982222842019,-10.742000579833984,7.017402648925781,-4.556358337402344,-10.742000579833984,7.017402648925781,-6.259293842882075,1.702935505479731,3,0.0,0.0,0.0,False,104,1.7468114266839645,True,False,9.521245956420898,False,False,0.0
2,6,18.352174708538218,0.6000616754196153,-10.69981575012207,6.9952192306518555,-6.47330904006958,-13.146867827721922,8.569137140424576,-5.742064523638227,3.0,2,0.0,0.0,0.0,False,34,13.41457694472456,True,False,6.519079208374023,False,False,0.0
2,7,15.076496712495006,0.4929567215022808,-13.503199577331543,8.805761337280273,-6.262349605560303,-15.510262995182703,10.095456591588777,-5.559187431074099,2.487178010495112,3,0.0,0.0,0.0,False,78,2.9699025432539674,True,False,11.511564254760742,False,False,0.0
