episode_id,step,timestamp,distance_to_target,normalized_distance,distance_improvement,position_x,position_y,position_z,waypoint_x,waypoint_y,waypoint_z,action_magnitude,policy_length,control_error,velocity_x,velocity_y,velocity_z,speed,vfe,efe,delta_vfe,efe_vs_vfe_gap,efe_pragmatic,efe_epistemic,suitability,suitability_std,precision_factor,entropy,model_confidence,predicted_efe_improvement,action_heading_angle_rad,action_heading_angle_deg,planning_iterations,planning_time_ms,replanning_occurred,dynamic_replanning,replanning_triggered_reason,direct_path_clear,direct_path_suitability,collision,obstacles_count,closest_obstacle,obstacle_density,high_density_area,near_goal,time_since_movement
0,0,1747965712.7624702,25.4817629796842,0.9999989552883889,2.6621121467229614e-05,0.0,0.0,-1.6661020517349243,-2.092299212862199,-2.5106894261007584,-2.535142508731993,3.381790754374908,2,0.0,0.0,0.0,-0.011480909772217274,0.011480909772217274,1.3449760002342974,-7.387170188958258,0.0,-8.732146189192555,-1.3449760002342974,-6.042194188723961,0.0,0.0,1.0,0.0,0.0,0.0,-2.2655482420921285,-129.80635255516185,0,8907.351970672607,False,False,none,False,0.0,False,1,7.5050602039717855,0.2,False,False,0.0010066032409667969
0,1,1747965718.8948884,21.925043658528754,0.8604200883063386,3.5567193211554446,-2.653076648712158,-2.4420268535614014,-2.1057441234588623,-4.675573094284,-4.983338529480111,-3.047950028480778,3.3817907791537998,2,3.3817907791537998,0.1292780190706253,0.3981727957725525,-0.008464393205940723,0.4187195092905279,10.211620953611844,-16.31082028704389,0.0,-26.52244124065573,-10.211620953611844,-6.099199333432044,0.0,0.0,1.0,0.0,0.0,0.0,-2.243000099275927,-128.51443913593528,0,4.999876022338867,False,False,none,False,0.0,False,1,8.89491163725852,0.2,False,False,0.0
0,2,1747965722.0003633,18.247342620839433,0.7160934497419483,3.677701037689321,-4.9295148849487305,-5.331055164337158,-2.651740789413452,-6.937746209051315,-7.849135802072158,-3.682655783666058,3.3817907792495934,2,3.3817907792495934,-0.7098084092140198,-0.9050203561782837,-0.08618124574422836,1.1533937012165585,25.215619240983255,-31.248760828434502,15.003998287371411,-56.46438006941776,-25.215619240983255,-6.033141587451247,0.0,0.0,1.0,0.0,0.0,0.0,-2.2440260722819523,-128.57322305907488,0,3.523111343383789,False,False,none,False,0.0,False,0,inf,0.0,False,False,0.0
0,3,1747965724.5599117,14.572983689380655,0.5718979678303244,3.6743589314587783,-7.225942134857178,-8.209896087646484,-3.235901355743408,-9.207612405639683,-10.6948122329014,-4.3911864130196685,3.381790779249593,2,3.381790779249593,-0.6896425485610962,-0.8661168813705444,-0.07784464955329895,1.1098761581568268,37.406816496817584,-43.429017147432816,12.191197255834329,-80.8358336442504,-37.406816496817584,-6.022200650615233,0.0,0.0,1.0,0.0,0.0,0.0,-2.2439986321176986,-128.57165085347398,0,4.001855850219727,False,False,none,False,0.0,False,0,inf,0.0,False,False,0.0
0,4,1747965727.1924298,10.910590028612559,0.428172047549894,3.662393660768096,-9.496588706970215,-11.0580472946167,-3.976027488708496,-11.43965474077236,-13.494285013652156,-5.289705165785673,3.3817907792495934,2,3.3817907792495934,-0.6651801466941833,-0.8385217785835266,-0.06857326626777649,1.0725137265143079,50.91606687879362,-56.92306556611928,13.509250381976038,-107.8391324449129,-50.91606687879362,-6.006998687325654,0.0,0.0,1.0,0.0,0.0,0.0,-2.244052779803832,-128.57475328735984,0,3.099203109741211,False,False,none,False,0.0,False,0,inf,0.0,False,False,0.0
0,5,1747965729.7659566,7.282594638415109,0.28579604307638,3.6279953901974498,-11.726953506469727,-13.855608940124512,-4.88284969329834,-15.838036811521683,-18.536886323128147,-8.724729613288277,7.319522197337759,2,7.319522197337759,-0.6637740731239319,-0.8361677527427673,-0.0680256113409996,1.069766336485095,129.1679632644961,-142.1132681997999,78.25189638570248,-271.281231464296,-129.1679632644961,-12.945304935303785,0.0,0.0,1.0,0.0,0.0,0.0,-2.2914340963408235,-131.28950275270284,0,3.6656856536865234,False,False,none,False,0.0,False,0,inf,0.0,False,False,0.0
1,0,1747965792.6858509,19.372768985668248,0.9999987209934192,2.4777930711650242e-05,0.0,0.0,-1.6661020517349243,3.18776974340307,0.7876334893835375,-2.4749694228551897,3.3817907792495934,2,0.0,0.0,0.0,-0.011480909772217274,0.011480909772217274,20.880531081798402,-26.915746194868248,0.0,-47.79627727666665,-20.880531081798402,-6.035215113069846,0.0,0.0,1.0,0.0,0.0,0.0,0.2422283504893743,13.878662161456816,0,3.0007362365722656,False,False,none,False,0.0,False,0,inf,0.0,False,False,0.0
1,1,1747965797.316272,15.66043015297032,0.8083723155302419,3.7123388326979274,3.6728594303131104,0.7367537021636963,-2.036677360534668,6.823161445113158,1.5519991733250567,-2.957264625227822,3.381790779249593,2,3.381790779249593,-0.5343794226646423,-0.25502699613571167,0.0031635749619454145,0.5921234198475354,33.62901832873717,-39.65475417933231,0.0,-73.28377250806948,-33.62901832873717,-6.025735850595142,0.0,0.0,1.0,0.0,0.0,0.0,0.25322803833725877,14.508897851101935,0,4.001855850219727,False,False,none,False,0.0,False,0,inf,0.0,False,False,0.0
1,2,1747965800.4762478,11.979086204010953,0.6183458281850595,3.681343948959368,7.254291534423828,1.6776701211929321,-2.516801118850708,10.36165964496087,2.477823996962763,-3.584755234537702,3.3817907671091683,2,3.3817907671091683,1.132624626159668,0.29711297154426575,-0.09184814244508743,1.1745427803676647,47.65185092111941,-53.66425971471761,14.022832592382244,-101.31611063583702,-47.65185092111941,-6.012408793598196,0.0,0.0,1.0,0.0,0.0,0.0,0.25202692331068377,14.440079029369445,0,4.169702529907227,False,False,none,False,0.0,False,2,7.684387670334629,0.4,False,False,0.0
1,3,1747965803.0247374,8.313176716749851,0.429116048939215,3.6659094872611018,10.805243492126465,2.591644763946533,-3.1647417545318604,16.815044451510797,4.398372577016243,-6.330242495737734,7.028681804187142,2,7.028681804187142,1.0589938163757324,0.2733427882194519,-0.0766822025179863,1.0963869495650849,118.86642711002962,-131.31399781538374,71.2145761889102,-250.18042492541338,-118.86642711002962,-12.447570705354135,0.0,0.0,1.0,0.0,0.0,0.0,0.2920348819764933,16.732366207854177,0,4.001855850219727,False,False,none,False,0.0,False,1,9.126957277546751,0.2,False,False,0.0
3,0,1747965863.592495,19.69450638291015,0.9999989975158601,1.9743450085485392e-05,0.0,0.0,-1.6663614511489868,-0.444063396485545,3.210419893369055,-2.6320325560182996,3.3817907792495934,2,0.0,0.0,0.0,-0.011498033069074154,0.011498033069074154,18.673164734010772,-24.708585701687323,0.0,-43.381750435698095,-18.673164734010772,-6.035420967676552,0.0,0.0,1.0,0.0,0.0,0.0,1.7082436090414808,97.8751491782727,0,4.003286361694336,False,False,none,False,0.0,False,0,inf,0.0,False,False,0.0
3,1,1747965869.5107672,15.568270039232601,0.7904871607139191,4.126236343677547,-0.6654786467552185,4.12676477432251,-2.1515285968780518,-1.0826797762801526,7.291649497909397,-3.267752937477668,3.381790779249594,2,3.381790779249594,-0.09159276634454727,-0.02225569635629654,0.0031907958909869194,0.09431188708412339,34.020160447470396,-40.04575438069303,0.0,-74.06591482816343,-34.020160447470396,-6.0255939332226385,0.0,0.0,1.0,0.0,0.0,0.0,1.701862537052445,97.50954068453177,0,4.491567611694336,False,False,none,False,0.0,False,0,inf,0.0,False,False,0.0
3,2,1747965872.485682,11.905626679328984,0.6045145033164235,3.6626433599036172,-1.1292927265167236,7.7556610107421875,-2.826967239379883,-1.5430951914845825,10.863402684929337,-4.094728289863981,3.3817907792495925,2,3.3817907792495925,-0.13361996412277222,1.0936025381088257,-0.07531320303678513,1.1043065175583708,47.909964963896826,-53.92218154882186,13.88980451642643,-101.83214651271868,-47.909964963896826,-6.012216584925036,0.0,0.0,1.0,0.0,0.0,0.0,1.7031698297975086,97.584443041412,0,3.509044647216797,False,False,none,False,0.0,False,0,inf,0.0,False,False,0.0
3,3,1747965875.0592153,8.259175447582692,0.4193640098061643,3.6464512317462923,-1.6067602634429932,11.330538749694824,-3.6849162578582764,-2.41470585194405,17.40745282366889,-6.659219330977538,6.813819744255721,2,6.813819744255721,-0.14060267806053162,1.0379152297973633,-0.06192375719547272,1.0492243273143789,115.48598748911459,-127.55256736506178,67.57602252521777,-243.03855485417637,-115.48598748911459,-12.066579875947179,0.0,0.0,1.0,0.0,0.0,0.0,1.7029744143643342,97.57324656183938,0,4.00090217590332,False,False,none,False,0.0,False,0,inf,0.0,False,False,0.0
