episode_id,step,distance_to_target,normalized_distance,position_x,position_y,position_z,waypoint_x,waypoint_y,waypoint_z,action_magnitude,policy_length,vfe,efe,suitability,collision,obstacles_count,closest_obstacle,high_density_area,near_goal,inference_time_ms,replanning_occurred,dynamic_replanning,time_since_movement,experiment,timestamp_exp,timestamp,distance_improvement,control_error,velocity_x,velocity_y,velocity_z,speed,precision_factor,entropy,model_confidence,predicted_efe_improvement,waypoint_options_count,planning_iterations,planning_time_ms,direct_path_clear,direct_path_suitability,obstacle_density,delta_vfe,efe_vs_vfe_gap,efe_pragmatic,efe_epistemic,suitability_std,action_heading_angle_rad,action_heading_angle_deg,replanning_triggered_reason,plan_triggered,time,final_reward,success,location_x
0,0,12.705923006162273,0.9999698412803232,0.0,0.0,-1.681216835975647,-1.455298894060025,-2.520651624710758,-1.681216835975647,2.9105977881200484,2,0.0,0.0,0.0,False,122,8.5897147422432,True,False,28.74588966369629,False,False,0.0,experiment_20250511_183440,20250511_183440,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0.0
0,1,12.699800293102417,0.99948797716044,-0.0032803777139633,-0.0058518680743873,-1.662986159324646,-1.458579273573217,-2.5265034959015003,-1.662986159324646,2.9105977917185046,2,0.0,0.0,0.0,False,114,8.654531257390248,True,False,18.164634704589844,False,False,0.0,experiment_20250511_183440,20250511_183440,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,-0.0032803777139633
0,2,12.671630795111936,0.9972710072936444,-0.0178065374493598,-0.0314290635287761,-1.6352863311767578,-1.473105430139043,-2.552080685866032,-1.6352863311767578,2.910597785379364,2,0.0,0.0,0.0,False,125,8.547624594096042,True,False,16.527891159057617,False,False,0.0,experiment_20250511_183440,20250511_183440,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,-0.0178065374493598
0,3,12.62195165304296,0.9933612052441936,-0.0432377122342586,-0.0760314539074897,-1.6073867082595823,-1.4985366108224143,-2.5966830864612,-1.6073867082595823,2.910597797176309,2,0.0,0.0,0.0,False,141,8.785816854329084,True,False,16.03841781616211,False,False,0.0,experiment_20250511_183440,20250511_183440,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,-0.0432377122342586
0,4,12.555975386867235,0.9881688019544828,-0.077081024646759,-0.1349780708551406,-1.5789620876312256,-1.53237992880083,-2.6556297130492985,-1.5789620876312256,2.91059780830814,2,0.0,0.0,0.0,False,128,10.17476510278232,True,False,15.0604248046875,False,False,0.0,experiment_20250511_183440,20250511_183440,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,-0.077081024646759
0,5,12.480273214410609,0.982210959353098,-0.1161437183618545,-0.2023142874240875,-1.5515460968017578,-1.571442421554953,-2.722965581543631,-1.5515460968017578,2.910597406386194,2,0.0,0.0,0.0,False,142,7.595395833624905,True,False,11.66224479675293,False,False,0.0,experiment_20250511_183440,20250511_183440,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,-0.1161437183618545
0,6,12.39560364745816,0.9755473731354224,-0.1601870954036712,-0.2772756516933441,-1.5246390104293823,-1.6154859983010197,-2.7979272917107947,-1.5246390104293823,2.910597805794694,2,0.0,0.0,0.0,False,150,9.26460579114584,True,False,16.048431396484375,False,False,0.0,experiment_20250511_183440,20250511_183440,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,-0.1601870954036712
0,7,12.304010021786604,0.9683388560303952,-0.2083415985107422,-0.3579132556915283,-1.4984837770462036,-1.663640502087506,-2.878564896885761,-1.4984837770462036,2.910597807153525,2,0.0,0.0,0.0,False,158,9.499262675697503,True,False,17.54593849182129,False,False,0.0,experiment_20250511_183440,20250511_183440,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,-0.2083415985107422
0,8,12.208871263475062,0.9608513331639136,-0.2590076923370361,-0.4411689043045044,-1.472771167755127,-1.714306596029626,-2.9618205456993536,-1.472771167755127,2.910597807385177,2,0.0,0.0,0.0,False,156,9.563059147721791,True,False,19.28234100341797,False,False,0.0,experiment_20250511_183440,20250511_183440,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,-0.2590076923370361
0,9,12.113275673385289,0.9533278571438866,-0.3105248212814331,-0.5243951082229614,-1.4475245475769043,-1.765823664678321,-3.0450466451825915,-1.4475245475769043,2.910597686793773,2,0.0,0.0,0.0,False,138,7.993802565534147,True,False,14.581918716430664,False,False,0.0,experiment_20250511_183440,20250511_183440,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,-0.3105248212814331
